# c-balanced sequence
# n=101
# c=2
# mode=weak
# latin=true
# guarantee=2-balanced
# rows=items, cols=days, entry=player
34,67,49,17,73,47,24,12,74,15,13,60,59,78,18,50,68,31,95,2,8,44,16,35,87,93,38,76,88,85,77,6,89,64,51,70,43,56,7,96,72,11,36,58,80,22,97,27,55,33,25,57,20,86,28,30,21,26,14,46,101,9,81,10,92,66,99,84,61,54,53,48,98,79,37,75,63,71,91,5,82,62,42,69,100,32,94,23,90,65,83,4,40,39,45,29,52,41,1,19,3
35,54,99,83,39,66,9,98,65,52,82,20,32,84,70,42,91,67,53,11,40,81,92,50,25,27,75,94,100,19,28,44,97,58,86,63,4,41,57,14,90,64,29,74,26,30,46,45,71,95,8,79,47,3,23,87,56,69,24,77,5,43,34,36,16,1,49,80,60,88,68,62,51,76,17,59,85,101,96,12,33,18,37,38,13,6,72,31,73,22,2,7,55,78,61,21,48,93,10,15,89
43,71,8,92,96,6,21,1,11,93,31,37,29,51,2,100,90,33,88,22,34,79,61,78,55,10,5,89,80,15,23,53,46,69,98,72,101,85,73,91,76,12,32,3,48,4,60,62,41,40,63,75,59,36,81,66,65,64,17,13,39,82,83,50,28,44,52,45,14,7,94,74,56,38,77,57,49,42,95,68,67,9,84,54,19,86,16,58,24,99,26,20,70,25,47,18,97,35,87,27,30
47,62,16,18,86,14,89,58,36,26,87,69,4,99,27,64,1,30,10,12,77,23,82,7,56,83,45,70,48,101,59,9,24,61,52,31,33,17,66,20,68,21,19,96,67,44,13,37,54,25,85,38,32,84,49,41,42,94,78,35,11,57,6,90,2,97,34,72,43,63,29,3,71,73,8,22,55,95,53,93,50,98,15,51,65,91,46,5,79,75,40,100,76,60,28,39,74,92,81,88,80
38,57,13,72,3,53,74,76,68,84,41,45,90,49,79,56,6,15,89,35,25,71,28,97,42,24,2,60,65,30,75,82,36,40,73,18,22,95,34,94,16,51,46,43,81,11,80,39,5,86,50,99,93,31,29,91,14,7,21,4,54,55,59,9,33,27,100,64,67,92,19,26,20,47,58,10,78,70,32,69,44,48,1,98,52,61,77,87,12,96,88,8,37,62,23,85,83,101,66,17,63
50,78,101,7,97,64,91,72,46,51,39,81,85,23,17,63,54,94,20,44,55,33,9,26,62,19,12,73,98,67,95,47,93,32,48,80,38,8,88,70,59,79,27,87,2,61,66,6,92,82,74,77,1,69,52,76,10,100,40,96,45,53,37,25,5,22,60,58,24,15,83,28,65,99,35,30,16,18,3,89,49,43,75,34,4,21,68,14,56,13,29,11,90,41,57,42,71,31,86,36,84
40,95,100,75,63,29,77,83,88,90,25,5,68,24,10,16,21,74,66,55,14,37,52,69,65,85,58,96,46,43,50,34,86,49,57,53,99,92,35,84,26,78,13,39,31,23,56,28,67,9,72,15,18,51,8,12,70,60,47,98,71,93,42,94,101,48,79,62,89,17,87,11,1,36,27,41,54,61,4,30,20,80,3,19,44,22,97,38,76,91,81,45,64,59,6,82,2,33,73,7,32
31,87,56,22,80,42,98,59,32,57,28,94,86,60,41,62,73,101,92,48,76,27,17,93,4,13,11,29,8,61,54,18,5,71,3,77,1,37,2,100,6,30,97,7,68,64,36,89,20,19,58,44,88,33,45,38,83,84,15,95,16,26,63,35,91,70,81,69,65,75,90,66,39,52,24,40,82,9,23,21,14,85,72,96,53,99,67,74,10,49,78,55,79,50,34,47,46,51,25,12,43
30,58,12,3,67,10,82,33,19,43,34,61,35,9,47,36,96,71,52,45,18,39,20,70,40,51,72,1,91,14,79,76,66,81,25,44,89,78,29,87,83,41,65,24,21,99,50,75,100,4,49,27,55,97,22,37,5,53,68,90,92,73,85,80,74,57,42,23,59,38,77,86,32,84,6,7,31,46,60,2,8,88,28,101,64,48,63,54,26,17,95,62,15,94,93,98,69,56,11,13,16
96,93,15,81,2,26,44,53,27,54,65,75,91,8,88,11,59,84,19,64,4,32,95,36,49,99,16,6,63,74,7,22,38,42,83,47,55,69,48,28,62,85,57,9,60,14,90,34,73,17,52,101,56,98,3,13,39,86,23,1,31,58,79,46,61,82,29,51,33,40,78,45,12,70,43,21,94,76,37,80,66,10,25,5,50,92,41,89,35,71,72,30,24,87,18,68,100,77,97,20,67
55,94,21,23,78,70,38,69,85,5,79,80,92,30,66,37,98,97,86,50,46,13,7,68,77,84,41,64,25,31,3,60,33,17,10,82,54,15,20,49,101,42,71,45,63,40,88,43,81,16,35,87,24,96,89,75,62,67,6,72,8,48,12,18,76,26,32,95,56,47,51,2,73,93,91,34,1,19,11,90,100,61,99,39,83,9,29,59,28,36,27,74,14,53,65,4,44,57,52,22,58
51,52,61,1,48,4,6,99,73,101,18,56,14,67,77,57,83,23,65,24,69,74,21,22,100,39,28,90,89,12,26,70,45,27,68,9,59,58,19,11,10,53,38,95,72,91,29,35,47,32,78,76,80,94,50,82,2,46,88,36,34,85,87,41,20,93,71,30,98,25,55,97,31,54,81,15,44,79,13,63,64,7,16,62,33,17,40,84,60,43,49,92,75,86,42,5,96,37,3,8,66
44,76,60,11,37,49,20,17,100,7,9,63,16,40,46,15,29,99,2,28,82,31,5,43,98,71,92,81,87,35,52,90,62,51,13,67,97,34,36,32,33,8,84,75,54,79,93,12,59,96,10,61,30,65,42,77,66,19,74,25,56,69,89,64,39,68,83,21,86,50,3,80,53,85,4,14,72,47,57,22,41,45,24,58,73,18,88,55,1,101,94,6,91,38,27,26,70,48,23,95,78
45,73,24,74,34,85,8,13,48,87,78,50,89,42,25,58,95,3,62,40,91,60,75,47,80,53,30,88,83,32,1,94,16,56,21,12,72,43,93,22,66,17,86,82,18,15,6,70,26,41,2,64,92,23,11,57,67,4,49,44,28,97,14,84,55,7,27,76,37,68,96,46,100,101,33,5,20,69,29,38,71,36,65,59,90,35,81,51,52,39,77,19,98,31,10,54,63,99,79,61,9
32,84,36,68,35,27,29,18,4,31,26,64,20,93,97,81,33,43,41,54,72,53,38,58,86,101,57,79,19,37,55,73,65,96,23,39,76,14,46,61,52,44,25,77,1,98,8,51,24,94,5,91,71,48,63,9,59,16,100,30,99,70,3,75,90,13,78,22,11,10,49,6,88,95,60,92,56,62,15,74,17,66,12,87,85,47,7,69,42,67,50,21,82,40,80,34,89,45,83,2,28
39,89,79,90,91,28,22,41,61,71,72,33,17,12,100,96,34,47,56,51,94,67,59,42,10,15,6,50,66,78,49,85,2,11,63,87,88,64,5,40,45,37,3,92,55,86,16,69,14,53,83,7,62,95,31,74,54,80,20,52,65,38,98,29,43,19,21,101,8,57,99,18,36,23,9,48,84,26,77,1,27,97,58,30,82,25,70,13,4,32,46,68,93,73,44,75,81,60,24,35,76
97,88,9,98,25,46,95,14,66,77,2,62,6,82,1,70,7,55,26,38,93,57,48,76,3,44,61,69,68,24,71,13,58,30,92,84,75,74,50,35,80,31,99,23,4,100,19,18,101,22,21,11,36,39,60,34,27,73,81,87,91,51,10,54,40,63,45,52,28,94,17,59,5,49,47,96,67,43,83,20,79,42,78,16,89,8,37,85,53,86,56,29,12,64,33,15,72,32,65,41,90
86,5,82,79,16,65,12,19,59,8,83,92,54,10,30,21,44,75,80,52,78,49,90,45,96,63,29,34,9,93,99,36,4,77,69,101,28,27,98,60,67,81,56,47,73,20,48,76,40,42,84,89,46,85,68,1,58,43,37,33,22,17,24,15,53,62,6,2,66,32,72,41,13,35,61,11,25,64,87,31,51,50,94,70,39,3,26,100,97,95,57,23,18,88,71,14,38,55,7,91,74
53,43,75,15,47,51,81,25,42,21,10,39,70,22,36,87,35,27,64,19,101,83,11,17,23,91,31,56,14,100,40,80,74,8,37,62,95,26,18,7,85,5,89,90,94,66,41,65,33,13,38,3,57,72,99,55,93,78,97,29,32,60,4,88,44,67,77,61,50,71,16,79,69,82,86,12,52,24,98,73,46,28,68,84,2,63,34,45,48,76,58,9,96,54,30,20,49,1,6,92,59
76,45,92,60,71,84,50,67,55,38,37,88,49,32,52,65,69,48,13,63,85,16,24,2,73,18,94,54,64,72,51,41,20,1,47,29,17,33,79,46,77,68,70,59,30,25,53,97,78,57,28,6,15,26,82,35,61,95,9,12,7,27,86,81,23,56,96,90,58,42,74,83,34,14,80,89,93,39,99,75,40,4,91,11,66,44,87,10,21,98,31,3,22,36,101,100,43,8,19,5,62
58,14,74,57,46,96,99,24,62,29,40,66,11,95,3,4,31,5,8,59,68,86,87,89,12,9,7,98,60,20,101,23,44,97,35,6,91,83,42,21,15,2,34,27,43,10,22,49,85,93,39,45,17,90,70,32,18,71,48,79,41,50,26,100,73,65,64,36,92,77,63,1,30,78,19,53,28,88,38,72,54,56,55,33,76,75,61,81,47,37,84,80,67,52,25,16,94,13,51,69,82
52,1,90,30,77,94,80,20,69,6,23,98,84,97,61,28,22,72,32,100,74,73,43,41,88,33,36,48,26,4,53,3,39,19,78,16,81,57,87,55,9,54,82,63,12,67,58,38,64,56,7,50,96,21,25,24,51,49,75,5,76,66,13,37,47,31,70,91,18,34,101,44,62,8,10,29,2,27,59,35,92,83,95,14,45,15,11,71,65,93,99,60,17,89,46,79,40,86,68,85,42
93,17,68,86,33,2,31,37,101,63,47,89,15,34,45,13,42,18,76,1,99,56,81,82,27,66,70,25,67,28,10,59,84,75,100,38,11,65,51,71,96,50,61,19,91,32,74,72,44,36,98,54,4,14,79,92,30,8,69,83,35,40,80,6,52,87,57,85,46,20,95,24,48,16,22,60,58,94,97,55,43,23,62,77,9,49,5,41,3,73,7,12,39,90,26,78,64,88,53,21,29
54,26,85,56,13,41,7,23,64,91,53,44,60,83,55,35,24,78,71,46,79,29,39,14,50,92,97,38,22,5,94,21,12,95,90,45,8,86,40,99,58,76,49,80,62,73,3,52,77,88,69,81,16,100,43,20,101,28,84,10,67,89,72,11,82,42,36,4,15,98,9,33,75,17,68,51,18,65,74,25,70,37,96,93,6,57,59,2,19,27,30,48,32,66,1,61,87,63,34,47,31
59,27,18,49,65,36,40,16,93,70,57,11,51,73,5,6,58,77,50,61,9,75,15,8,37,95,17,62,42,55,96,89,82,7,43,48,30,10,60,52,64,88,78,33,79,83,87,46,31,29,34,68,86,66,53,47,12,63,25,2,94,74,19,92,1,14,38,3,54,39,41,81,21,67,45,44,71,13,22,85,26,100,32,76,23,56,101,90,80,24,20,35,69,72,97,28,91,84,4,99,98
87,28,72,62,69,100,19,34,94,35,80,3,21,68,43,20,39,79,67,88,57,98,63,4,85,30,47,44,90,2,56,91,32,66,6,25,61,13,41,89,74,93,24,22,51,71,75,26,42,1,37,58,9,27,76,40,64,17,60,65,18,45,95,59,99,12,84,53,23,73,97,5,7,31,15,55,101,86,50,78,48,81,52,29,92,46,54,82,8,33,38,83,16,10,11,49,14,36,77,96,70
95,19,83,12,101,82,76,78,96,32,67,48,71,36,99,14,38,90,16,25,49,10,45,80,54,65,84,52,81,86,34,46,87,92,70,85,31,24,53,4,63,1,20,29,23,2,11,98,15,8,97,28,13,5,44,88,33,62,77,61,59,39,68,21,93,89,69,55,35,27,26,91,79,100,42,37,66,3,7,6,47,60,30,40,74,64,43,72,94,18,9,41,51,58,17,22,75,73,56,50,57
66,22,10,42,64,31,92,3,7,9,58,100,73,59,74,26,41,91,30,81,84,21,33,77,60,1,76,40,35,97,27,79,18,99,14,93,49,50,54,72,69,48,28,101,17,5,37,55,45,47,70,80,51,78,87,23,96,11,38,56,46,24,29,8,94,83,25,16,75,43,85,4,82,88,57,98,68,90,12,32,34,53,61,86,36,65,95,20,62,63,89,2,52,67,13,6,15,19,44,39,71
88,4,70,8,50,5,56,61,17,46,97,2,75,29,53,98,12,89,37,95,47,62,51,6,32,11,20,23,43,83,15,65,72,52,22,55,26,68,44,67,39,57,14,16,35,13,9,84,86,59,91,73,41,63,19,94,90,31,82,101,36,34,30,71,48,60,7,99,93,49,76,87,38,1,40,3,64,77,45,96,80,58,21,79,10,28,69,78,25,66,100,42,85,81,92,74,18,24,33,54,27
63,44,81,39,18,99,33,48,52,85,24,27,38,72,78,86,94,53,60,69,15,96,58,34,74,28,13,71,82,45,42,16,29,76,77,36,64,59,47,73,12,25,7,62,66,21,95,90,30,100,65,2,75,83,40,6,26,3,98,92,57,20,54,32,22,49,9,43,10,14,80,19,50,61,46,56,41,91,89,8,35,11,31,67,17,1,84,79,51,88,87,70,5,101,4,23,68,97,37,55,93
64,55,11,40,28,9,87,89,75,49,1,79,8,25,82,54,57,7,51,92,23,65,70,46,35,21,93,3,39,68,67,63,31,78,41,4,56,80,94,19,100,36,10,6,69,88,27,101,17,71,43,18,14,61,37,15,85,81,72,45,58,47,91,62,66,20,97,24,2,96,52,29,84,90,74,32,30,33,42,44,5,13,38,73,99,83,98,60,22,50,16,34,59,77,86,53,12,95,48,76,26
91,6,20,101,30,38,54,90,84,83,43,13,93,26,80,66,23,68,87,17,12,100,41,19,22,5,18,77,86,8,73,33,61,88,42,2,96,98,24,3,75,32,92,97,85,56,34,60,79,39,99,49,48,67,74,52,1,50,89,55,53,16,64,76,51,28,95,78,44,31,59,37,58,72,70,4,9,81,10,82,63,94,69,71,47,27,14,7,36,40,45,57,62,35,21,65,29,11,46,25,15
71,29,25,16,4,32,60,74,15,36,45,14,96,31,50,44,47,85,11,34,27,66,101,55,26,61,48,59,24,57,37,69,9,98,94,46,58,62,90,97,95,38,53,84,40,81,82,92,89,20,76,35,21,10,7,54,13,22,86,42,73,78,77,5,17,75,88,33,79,12,70,51,28,65,63,87,99,100,18,67,39,91,93,52,80,19,49,68,23,64,6,1,43,56,8,3,41,83,72,30,2
67,35,98,37,58,73,1,45,77,10,56,65,76,91,62,2,40,17,97,14,3,30,36,52,53,87,99,49,72,7,19,50,81,5,27,79,71,51,28,29,43,18,74,44,42,93,83,80,4,63,95,32,33,8,69,68,57,34,70,6,26,23,96,55,46,86,41,11,47,100,64,89,92,13,39,25,48,16,21,84,9,15,22,88,59,24,90,12,66,82,54,61,94,75,85,60,31,78,101,38,20
89,47,23,24,42,21,43,39,51,22,63,41,94,79,86,92,9,95,33,78,54,59,84,88,83,2,82,80,85,75,13,25,15,68,60,20,100,101,70,16,91,65,11,52,64,1,99,31,96,30,12,66,77,46,38,29,71,48,93,14,90,3,97,61,35,50,72,5,62,67,40,56,8,69,26,6,34,49,36,76,19,57,98,27,18,4,55,53,17,28,74,32,44,37,7,58,73,81,45,10,87
