# c-balanced Latin square
# n=84
# c=2
# mode=weak
# latin=true
# found_by=greedy
# rows=items, cols=days, entry=player
59,32,66,83,47,14,33,44,35,73,72,20,79,81,31,11,45,82,30,56,71,57,3,15,55,25,69,38,78,46,26,2,36,22,40,5,42,49,24,60,19,80,48,29,52,13,64,4,6,1,27,76,75,23,58,70,39,68,65,41,63,61,51,84,62,67,74,37,54,77,43,9,8,17,34,7,10,28,21,18,53,50,12,16
60,13,25,4,16,18,46,62,81,70,36,7,47,34,51,69,74,67,27,54,75,39,41,8,64,59,23,84,37,50,43,29,68,10,21,53,80,17,28,2,12,9,63,40,33,15,45,78,57,14,11,82,44,26,55,20,38,77,66,31,30,5,19,73,32,79,58,48,35,83,49,52,1,42,71,72,6,3,56,22,61,24,76,65
70,8,34,76,22,52,61,49,21,66,17,15,71,80,3,55,12,42,43,83,16,24,82,73,32,31,60,1,10,72,48,79,19,38,44,58,67,51,77,57,65,39,20,84,81,37,74,41,35,56,75,33,7,28,64,5,4,6,36,9,53,26,14,47,23,59,13,25,40,78,18,2,45,63,50,29,30,68,54,62,46,27,11,69
77,40,45,28,79,42,12,1,74,29,54,5,78,2,56,53,17,13,58,48,19,11,63,68,41,26,36,14,81,6,30,27,70,16,23,69,64,18,46,66,50,61,59,31,25,71,73,9,65,55,3,62,22,67,24,72,32,15,21,34,83,49,44,52,38,57,76,7,84,39,80,51,82,75,10,47,37,8,4,33,43,20,60,35
61,26,48,84,6,39,10,67,56,63,65,50,44,25,38,37,18,20,77,7,62,47,9,49,72,71,33,57,80,83,35,76,55,15,75,82,11,34,4,32,45,22,52,30,53,68,51,43,29,19,5,46,54,17,8,27,42,70,69,12,24,60,23,2,81,40,1,28,41,36,16,21,73,13,64,58,78,59,79,74,3,31,66,14
73,28,43,9,64,31,60,82,30,23,35,24,33,14,10,75,59,36,21,25,46,5,1,65,22,79,2,62,4,66,20,51,52,78,8,47,3,7,29,6,13,84,41,67,27,58,34,81,69,12,32,16,40,72,80,37,61,76,74,71,77,18,45,56,19,50,68,17,55,11,54,44,48,53,15,39,49,83,63,38,42,70,26,57
75,19,50,38,54,55,18,17,3,69,16,64,57,58,68,9,27,80,40,13,51,49,74,70,48,53,12,34,23,11,42,37,77,32,39,63,83,5,72,56,26,60,76,44,1,2,33,21,66,47,15,59,73,78,84,14,79,7,30,67,10,35,25,65,45,43,61,22,31,4,52,29,20,46,81,36,24,62,6,82,28,8,71,41
84,24,57,51,53,7,59,52,72,27,78,45,41,4,46,66,35,22,29,26,6,15,81,67,21,13,76,44,61,40,54,31,28,73,36,71,43,74,25,38,14,42,82,18,62,79,49,60,8,70,20,68,64,10,83,63,11,9,50,3,58,16,37,39,80,47,30,12,33,2,65,77,32,56,19,55,17,69,48,5,23,75,34,1
76,5,49,41,20,71,79,15,11,37,42,39,3,83,12,81,63,8,32,2,33,45,10,30,69,70,19,47,43,82,17,50,56,58,65,61,16,1,68,80,75,54,62,28,21,7,55,23,31,38,35,77,48,36,4,6,34,52,57,78,13,27,29,74,14,66,46,53,64,72,24,84,26,22,40,9,60,18,44,25,59,51,67,73
67,36,44,8,72,1,47,22,31,58,74,40,77,52,62,65,14,28,84,34,73,78,18,59,60,29,56,20,63,45,64,46,9,57,81,55,4,53,10,15,23,66,19,83,24,48,17,5,13,42,39,69,2,71,41,25,50,33,38,26,51,82,54,11,75,21,6,70,68,27,76,3,35,37,43,79,12,61,32,16,30,80,7,49
82,25,29,32,33,62,80,43,55,44,21,48,30,7,60,23,61,71,69,64,68,66,38,11,36,27,54,39,75,74,49,6,35,14,12,52,24,37,50,79,34,57,70,16,73,59,65,26,3,76,53,18,51,81,9,22,56,63,46,40,17,31,83,5,1,28,8,67,13,15,20,42,19,58,84,4,41,2,45,10,47,72,78,77
