# c-balanced Latin square
# n=91
# c=2
# mode=weak
# latin=true
# found_by=greedy
# rows=items, cols=days, entry=player
65,23,2,84,46,83,60,10,78,1,82,30,50,58,56,71,28,85,51,36,43,25,49,37,77,75,76,87,91,27,86,17,33,63,74,89,7,8,52,5,12,21,40,62,26,15,69,31,68,73,18,42,3,53,41,24,57,47,4,80,45,54,22,48,81,34,64,44,16,13,59,79,9,19,90,32,72,39,14,29,20,70,66,88,38,11,35,67,61,55,6
81,12,79,32,19,39,31,8,68,4,29,62,54,18,83,5,41,24,34,11,15,72,73,50,52,35,67,45,56,47,38,80,55,82,6,53,61,9,76,2,57,14,70,46,20,85,13,88,59,63,37,40,16,66,30,23,48,71,17,84,87,90,86,65,51,78,21,49,91,77,25,75,1,42,36,33,7,69,26,22,64,43,74,10,27,3,60,58,28,44,89
1,16,53,48,89,58,51,26,66,10,86,3,42,20,65,27,43,88,52,70,78,74,38,7,30,72,44,22,64,13,28,23,69,59,25,91,31,67,36,75,39,81,79,77,71,17,47,19,90,21,80,60,12,62,49,33,55,61,85,56,6,32,29,57,18,11,14,2,83,4,35,46,41,34,87,24,63,45,37,40,50,73,84,15,8,54,5,68,9,82,76
71,90,14,33,86,15,61,55,63,45,51,44,57,64,77,18,21,87,76,46,8,89,9,80,82,84,60,16,42,49,73,32,4,48,34,11,24,29,65,10,41,20,54,13,68,58,6,2,83,81,35,88,50,27,69,5,28,66,3,26,36,38,39,37,1,85,67,70,40,23,74,30,22,56,43,79,17,91,59,25,52,62,75,12,31,47,72,7,78,53,19
74,36,56,38,53,17,91,9,69,25,68,47,41,6,22,59,3,35,75,39,12,11,52,20,34,2,19,31,61,8,85,81,50,70,40,1,62,26,66,46,67,63,37,72,49,30,87,76,64,43,79,84,48,65,82,78,7,5,21,89,13,10,14,42,28,88,80,51,15,58,54,55,16,45,71,60,27,83,90,86,44,24,77,4,29,57,73,32,18,33,23
88,27,29,80,79,35,24,47,28,32,84,55,85,72,40,73,66,77,49,37,67,83,26,90,5,74,7,62,78,68,18,53,54,21,14,71,16,3,22,43,33,45,42,56,89,23,57,10,4,75,91,31,44,86,15,1,8,9,76,58,59,19,41,82,64,60,25,17,50,63,20,39,11,52,12,69,6,81,87,51,46,61,65,13,2,70,30,48,34,36,38
4,7,62,44,5,43,34,50,75,57,39,45,14,82,76,13,23,36,69,30,54,48,81,17,40,20,24,83,65,15,12,41,90,37,73,87,60,58,6,55,38,86,51,1,25,11,35,32,22,19,70,27,33,77,29,67,59,46,52,63,16,91,79,61,2,66,47,9,26,3,78,72,10,53,74,84,18,71,68,31,28,88,85,49,56,89,80,21,8,64,42
70,42,46,49,87,12,21,11,30,19,78,16,27,63,60,33,31,2,71,86,56,77,10,58,59,25,28,51,43,9,84,91,79,13,72,80,68,5,64,18,88,15,17,83,53,14,52,8,85,36,74,32,45,61,89,47,26,6,90,37,7,75,34,69,73,40,65,82,57,38,29,48,44,76,23,22,62,4,3,54,55,41,39,1,66,67,81,50,20,35,24
67,37,54,82,52,48,7,64,59,13,89,81,1,26,29,47,61,65,22,4,32,35,63,6,39,38,88,66,70,46,36,2,27,8,85,23,57,19,21,28,31,3,44,50,41,34,42,24,25,51,69,78,73,71,72,87,58,53,20,55,18,74,60,76,68,15,62,30,5,56,12,77,17,80,14,11,10,49,33,84,9,45,40,43,86,83,79,90,16,75,91
73,41,18,20,6,74,49,80,72,60,85,15,61,10,25,16,8,45,17,91,50,44,14,33,69,1,79,3,55,75,76,89,78,30,39,2,4,86,90,77,62,84,29,22,82,54,9,56,12,11,34,23,68,43,40,31,38,83,64,48,88,52,46,27,24,19,32,81,35,28,67,70,65,47,66,21,42,13,5,7,37,26,59,36,53,58,63,87,57,71,51
83,3,9,64,75,11,38,88,67,31,58,17,91,34,68,19,53,10,40,90,23,57,55,87,21,18,26,47,33,20,42,24,56,51,52,46,44,48,74,71,7,65,35,5,76,59,84,80,16,39,66,54,28,63,37,36,62,45,49,77,81,72,70,30,50,12,29,8,41,69,89,43,13,86,4,1,61,85,78,79,60,14,25,22,32,82,6,27,73,2,15
77,43,28,76,40,90,71,5,12,65,22,36,66,24,70,57,15,42,89,13,62,53,79,51,78,29,41,50,63,45,87,1,86,26,35,32,37,69,27,60,49,48,9,38,67,81,39,73,30,58,47,8,2,55,3,17,4,82,14,61,85,25,84,6,83,33,59,20,68,88,64,7,21,91,75,54,46,34,23,74,11,16,80,18,72,19,44,31,52,10,56
72,21,58,8,69,23,44,86,37,40,6,2,5,84,79,32,54,14,81,82,68,29,16,64,56,27,85,80,30,11,34,19,43,83,28,18,12,59,53,70,61,52,4,75,7,63,46,91,20,41,87,57,24,10,42,74,13,50,33,1,31,35,49,62,26,36,90,22,71,66,73,45,25,78,51,15,48,55,47,76,17,38,89,67,9,77,39,65,60,3,88
60,39,31,22,65,33,84,62,46,48,71,56,88,35,52,4,50,74,78,59,3,47,43,36,86,49,73,17,10,82,25,61,66,67,77,45,15,14,91,89,72,26,16,90,21,79,55,29,44,13,38,6,51,18,80,19,81,32,23,27,40,53,11,9,54,76,7,1,34,87,85,57,83,8,58,20,64,30,2,75,63,69,42,24,68,28,37,12,70,41,5
63,34,55,51,1,2,85,87,54,83,9,80,75,38,30,62,20,25,7,73,28,45,66,61,12,13,68,81,69,60,74,71,31,49,76,47,41,42,40,11,58,8,6,88,64,36,70,3,17,65,67,4,22,56,21,91,39,44,24,57,15,5,78,89,16,10,23,43,52,19,27,33,37,50,35,77,29,82,18,32,72,53,79,90,48,46,59,86,26,14,84
59,15,25,24,30,27,32,70,20,18,90,23,7,67,37,48,46,26,9,41,88,19,76,75,89,11,8,77,4,72,35,5,64,38,33,10,50,82,51,83,73,47,87,57,12,78,86,60,40,53,1,14,52,85,84,79,68,54,29,65,71,66,17,58,3,91,74,31,42,61,49,2,63,81,39,28,80,44,56,16,36,6,34,21,62,55,43,13,45,22,69
57,19,89,10,66,13,36,42,14,53,76,74,28,21,44,39,55,80,83,6,84,24,34,65,22,91,37,48,59,52,58,16,29,7,3,17,63,54,78,56,68,32,23,2,43,33,45,61,71,62,5,90,46,9,35,25,11,70,73,69,51,47,87,77,38,75,79,86,72,60,18,82,26,40,67,41,31,88,12,27,15,8,81,20,50,64,4,1,49,30,85
50,17,61,68,78,56,16,82,3,79,52,11,49,69,51,12,63,1,58,85,31,27,2,71,67,54,46,90,40,14,57,62,22,9,75,55,81,13,34,80,24,30,74,10,28,18,77,48,15,72,26,59,83,64,20,60,88,41,43,86,8,42,21,45,39,44,4,37,53,6,36,84,32,5,89,70,38,65,73,19,35,91,87,33,7,23,76,29,25,66,47
45,35,91,47,26,4,29,81,41,73,77,43,8,33,86,87,64,72,38,18,5,60,42,70,15,32,53,23,21,44,39,6,88,65,36,84,79,20,1,25,85,19,66,31,69,27,37,89,49,50,82,7,76,75,16,34,12,30,22,2,67,28,80,63,55,56,13,48,46,14,90,62,24,3,59,68,9,57,52,10,58,51,71,83,61,78,40,74,11,17,54
