# c-balanced Latin square
# n=93
# c=2
# mode=weak
# latin=true
# found_by=greedy
# rows=items, cols=days, entry=player
48,15,11,81,5,7,57,16,76,21,84,55,14,34,6,78,72,22,52,19,36,37,79,39,32,75,93,82,50,20,12,71,3,46,53,13,54,65,59,62,41,42,30,9,89,91,63,66,23,4,86,88,28,74,70,77,1,40,56,45,38,60,69,51,25,24,43,31,27,44,87,33,49,18,8,90,67,85,61,47,80,64,29,68,73,92,58,83,17,35,26,10,2
49,24,23,74,92,44,8,45,53,50,3,64,85,33,30,38,61,51,10,59,28,87,54,26,25,60,90,47,5,40,84,4,80,31,37,73,35,77,71,88,27,6,48,63,34,69,11,67,62,15,58,41,52,86,29,17,18,43,72,83,76,2,68,70,36,14,39,13,16,82,57,32,66,21,79,42,46,56,93,9,22,12,19,7,75,55,81,1,78,20,91,65,89
79,7,2,9,32,18,29,73,1,46,65,12,91,31,67,69,42,88,57,93,83,62,16,70,33,43,55,63,39,51,76,13,20,66,68,72,58,64,36,24,80,26,22,92,21,85,37,14,60,19,81,89,56,61,30,75,71,38,5,78,47,82,17,50,4,77,44,3,28,15,23,6,10,34,35,86,48,54,27,87,90,49,25,45,59,74,11,8,52,41,40,84,53
75,25,78,11,36,42,40,35,54,67,52,17,63,77,49,4,53,66,21,71,45,47,48,27,22,73,56,8,41,91,34,2,87,69,16,19,86,61,5,28,83,15,10,74,18,44,7,38,72,90,84,79,12,39,23,68,59,93,31,65,46,6,24,1,29,20,64,89,55,81,85,70,9,43,26,62,58,37,51,32,30,82,3,13,14,80,33,60,50,76,57,88,92
70,13,30,60,3,86,62,61,56,59,82,27,23,43,64,68,92,28,84,58,26,34,76,38,20,85,6,65,89,88,52,44,48,81,11,74,21,90,29,14,93,33,12,17,55,40,1,49,32,57,36,51,83,50,8,69,45,42,87,9,37,79,80,41,10,75,19,66,35,53,78,7,91,54,39,31,47,5,2,46,73,24,72,16,22,18,77,4,67,71,63,15,25
80,19,10,39,4,72,71,14,24,66,37,20,50,87,5,25,74,7,31,41,89,86,15,55,13,46,78,12,92,90,18,9,45,67,77,75,22,8,73,23,1,51,32,54,35,47,59,52,82,33,91,65,16,85,62,58,53,57,84,3,81,61,49,48,30,21,26,88,69,2,63,79,42,76,56,11,83,6,38,70,68,60,40,17,28,44,36,27,64,43,93,29,34
91,6,68,47,22,54,63,82,36,69,2,88,15,93,32,60,33,81,44,16,24,51,58,9,30,57,35,29,3,37,17,14,49,70,83,1,39,40,42,38,84,79,56,87,53,28,43,80,25,64,5,26,10,76,4,20,11,67,52,92,27,34,8,7,71,46,18,65,73,12,72,75,41,59,55,50,45,74,31,13,48,21,78,85,61,66,89,19,62,23,86,77,90
55,1,26,65,89,29,48,34,75,38,77,44,45,46,18,11,83,9,90,8,72,66,41,7,53,36,21,64,59,23,79,62,32,85,78,82,31,47,43,30,16,49,76,4,57,50,70,35,61,71,54,92,27,73,15,19,25,13,6,58,28,22,63,40,33,86,81,74,80,93,67,60,68,14,2,51,17,24,20,88,10,37,52,12,84,56,5,91,42,87,3,39,69
56,17,28,85,27,90,10,31,12,87,79,70,76,86,21,61,80,73,5,40,92,2,52,25,84,81,91,69,11,19,58,74,50,60,55,63,34,6,26,67,72,66,3,20,68,45,93,42,89,24,18,13,48,14,37,88,78,51,36,77,35,39,7,47,23,15,62,16,8,43,38,1,29,65,71,30,64,44,49,33,4,57,83,41,53,46,32,59,9,22,75,82,54
57,40,22,53,93,20,65,33,78,28,42,68,51,19,12,35,14,62,37,43,3,54,10,23,49,59,24,71,83,38,4,27,39,18,17,30,76,91,15,64,7,8,86,77,80,13,81,31,41,9,75,29,46,2,82,60,74,50,63,89,88,32,66,44,72,11,87,5,56,45,25,90,47,48,92,84,34,36,69,52,58,67,26,70,55,6,1,61,85,16,79,73,21
87,41,92,58,84,71,30,43,67,85,16,72,74,47,79,39,45,13,29,73,50,63,82,4,1,32,77,2,48,46,33,61,25,88,89,9,52,44,56,60,53,75,5,65,6,62,38,36,27,69,22,35,55,90,34,26,10,70,59,91,21,42,64,93,37,83,68,40,17,19,54,3,80,57,78,81,28,15,66,76,7,18,23,86,8,24,20,51,12,31,49,14,11
59,8,93,21,15,69,83,52,81,90,32,18,48,49,75,17,36,78,6,56,42,60,14,64,34,19,88,31,28,80,68,7,57,40,26,66,12,70,46,10,51,55,11,24,39,23,73,77,20,2,63,67,71,3,44,9,54,33,29,1,4,86,41,16,84,91,85,79,58,76,61,89,22,74,25,87,82,65,62,27,53,43,50,92,35,47,72,30,45,13,38,5,37
50,5,64,76,6,38,23,88,74,13,25,89,24,7,44,20,91,70,79,27,67,11,35,8,61,80,82,62,53,56,86,65,54,51,41,3,1,92,37,85,4,47,58,78,16,72,48,87,83,45,30,60,66,57,84,22,49,73,17,55,43,69,59,12,28,32,31,18,10,34,39,21,46,77,52,9,29,14,19,42,75,93,2,15,63,90,71,68,40,33,81,26,36
52,33,66,43,26,61,60,76,49,34,57,11,55,9,54,40,3,39,47,46,30,75,77,69,72,37,16,87,45,42,93,63,21,22,29,23,84,68,32,25,2,19,59,31,71,15,86,65,12,17,70,28,53,81,5,64,27,79,82,14,18,20,90,62,51,85,50,6,92,48,36,24,67,44,73,88,13,8,7,1,35,80,38,91,4,89,41,58,10,56,78,74,83
62,4,31,37,45,51,14,84,2,86,83,73,29,28,1,10,26,71,48,68,22,85,89,18,5,66,58,67,47,12,78,15,35,38,36,24,7,93,13,82,81,50,64,90,41,8,33,91,46,74,43,56,11,21,75,92,40,61,80,19,16,23,87,53,49,42,54,52,9,77,60,20,27,30,69,3,72,63,25,57,59,65,79,44,34,39,88,70,76,32,55,6,17
63,3,27,32,53,77,91,9,16,19,71,35,80,13,62,58,55,41,15,17,84,81,57,65,42,6,76,36,54,10,74,73,92,90,43,59,20,49,67,87,21,44,69,14,83,88,79,26,34,25,66,52,78,93,39,85,68,72,24,12,30,56,75,89,8,22,38,70,51,1,33,11,4,37,61,5,40,45,60,82,64,86,31,46,48,23,2,47,29,28,18,7,50
64,36,7,46,25,88,74,56,8,39,30,22,92,59,31,82,65,69,18,23,20,12,90,79,44,33,52,70,60,75,55,85,5,91,87,28,50,72,11,9,34,89,37,40,29,42,61,51,10,3,4,6,1,38,47,41,48,32,83,86,2,73,76,45,35,57,78,14,49,13,26,66,58,15,16,17,53,21,68,67,84,71,77,54,81,19,93,24,43,27,62,63,80
78,18,63,51,73,15,81,47,6,44,21,4,67,70,2,72,50,34,86,38,61,59,1,93,45,40,68,26,24,49,53,8,43,48,57,14,16,75,17,77,35,23,27,30,20,19,5,76,54,39,62,80,58,33,36,89,37,90,7,31,74,13,46,65,55,82,71,32,29,28,64,84,83,87,88,91,12,22,41,56,79,85,11,60,10,69,25,3,92,66,9,42,52
66,42,24,82,54,41,1,11,50,89,5,37,78,12,85,56,29,87,64,60,77,9,21,32,92,39,17,27,22,14,13,10,83,19,71,4,80,88,48,63,46,45,43,52,84,57,58,28,68,44,7,40,15,79,91,18,34,76,62,26,25,93,38,3,67,2,23,53,47,59,69,86,72,31,70,33,75,81,90,74,55,36,20,51,6,73,35,16,65,61,30,49,8
67,16,79,35,80,46,75,17,23,52,29,58,36,38,90,83,76,93,33,51,49,91,31,62,28,20,41,7,30,81,3,64,89,6,25,2,32,69,86,61,73,74,70,13,92,53,56,9,55,84,59,63,72,24,42,65,47,60,8,88,85,15,50,66,21,34,10,27,12,11,71,82,18,19,5,1,78,43,26,14,77,40,54,39,37,22,4,87,57,68,45,48,44
68,12,55,88,13,19,49,70,40,7,10,60,65,27,57,8,30,48,53,25,74,69,44,71,43,3,86,85,84,72,77,1,34,37,52,47,45,79,78,26,39,18,36,66,2,90,82,22,16,51,11,31,73,6,87,81,63,14,4,35,29,54,5,92,58,61,33,24,41,20,56,50,32,42,38,89,62,76,28,80,93,15,9,23,17,21,83,75,91,59,67,64,46
69,20,59,38,48,5,42,72,45,26,92,61,53,54,14,22,24,19,28,32,35,83,4,87,55,50,63,9,25,15,66,82,41,11,80,62,56,33,76,65,31,91,29,67,10,93,18,64,75,13,8,21,77,23,1,70,46,17,74,44,71,68,43,39,81,6,36,7,37,88,2,40,16,79,85,57,30,86,12,73,49,89,84,47,27,3,78,52,90,58,34,60,51
86,34,75,14,2,39,68,21,90,84,40,33,3,73,23,43,66,46,76,11,6,80,24,47,88,51,89,56,58,44,59,16,93,61,42,79,15,27,38,57,54,60,81,71,1,49,12,17,36,50,85,19,30,37,45,67,28,77,25,20,22,78,52,83,62,65,63,91,4,31,9,48,35,41,64,55,92,18,10,8,69,87,5,29,26,7,53,13,82,72,74,70,32
71,28,57,89,77,87,79,85,92,82,4,9,47,64,26,91,37,63,65,70,16,7,34,73,17,74,54,81,18,29,35,31,67,30,58,68,8,5,22,40,12,62,21,55,3,80,72,27,78,52,88,76,32,41,48,86,83,69,49,15,10,53,84,13,19,60,90,59,43,75,51,46,36,24,93,6,44,38,23,39,42,33,45,66,1,61,50,56,25,14,11,2,20
