# c-balanced sequence
# n=97
# c=2
# mode=weak
# latin=true
# guarantee=2-balanced
# rows=items, cols=days, entry=player
61,19,21,13,68,94,37,20,64,42,3,53,62,67,38,27,91,59,44,33,87,56,80,9,41,60,88,51,36,25,7,63,81,95,82,96,5,55,50,85,43,39,31,86,71,8,76,1,77,72,65,70,92,4,28,12,90,47,97,75,79,66,6,34,16,23,24,18,89,11,78,49,35,69,54,17,48,58,46,84,26,22,73,52,83,2,29,40,30,74,10,32,45,93,57,15,14
52,12,69,47,30,85,65,49,1,8,66,79,35,75,45,10,93,46,17,92,22,89,20,78,94,96,54,73,57,24,74,15,39,90,11,77,2,13,23,9,34,60,48,53,26,44,16,36,32,95,21,68,88,6,62,38,37,14,63,29,64,40,33,84,55,19,41,3,76,28,97,72,27,70,58,83,7,71,67,80,61,4,59,31,51,43,91,82,50,56,81,18,42,5,87,25,86
55,16,51,87,18,73,72,91,95,38,4,14,26,5,29,71,8,28,24,41,59,63,2,70,15,50,68,30,58,47,76,69,48,84,32,89,86,81,17,83,10,61,74,6,97,3,49,40,11,33,56,13,31,60,82,57,43,80,27,42,19,7,77,22,39,93,67,78,65,54,66,25,45,52,92,88,37,62,23,9,36,75,79,94,90,1,85,96,34,53,12,46,20,44,35,64,21
93,3,86,78,62,4,35,23,25,81,7,96,16,89,79,44,21,88,6,80,61,12,32,55,27,67,43,64,40,65,31,75,97,53,51,37,14,36,54,19,42,68,66,28,58,41,45,18,34,5,50,9,47,1,71,84,20,52,92,8,94,17,56,73,46,91,90,15,57,48,82,2,87,22,13,85,60,11,74,49,29,33,30,39,10,38,24,72,76,83,77,69,26,95,59,70,63
58,39,84,40,36,82,33,77,57,34,86,92,76,9,85,60,37,49,74,95,19,11,26,48,56,83,91,13,87,97,22,46,1,78,45,21,20,24,90,79,52,59,12,72,30,10,54,35,15,38,94,96,25,44,67,53,29,93,61,69,89,2,50,70,43,68,4,42,31,75,64,51,63,18,41,23,8,5,6,47,55,81,27,71,14,32,65,3,88,28,66,73,17,16,7,62,80
70,46,1,75,28,56,41,88,94,60,2,63,73,39,80,47,52,53,43,14,15,51,23,5,85,42,3,31,17,55,10,36,50,6,66,8,18,38,49,71,77,29,65,64,25,22,7,83,62,69,24,67,19,27,54,48,59,26,4,33,76,30,96,72,21,74,37,32,12,81,79,34,44,93,16,90,20,86,57,95,87,82,40,11,35,13,45,92,84,61,97,9,58,68,89,78,91
57,45,54,27,31,74,82,66,69,44,67,59,20,83,30,58,32,81,68,25,62,72,7,71,34,97,18,76,29,79,90,38,52,61,4,64,84,70,26,63,16,3,92,91,40,93,37,13,23,2,89,14,12,17,87,51,39,9,46,11,85,35,88,78,95,65,36,80,77,86,55,73,28,50,5,56,24,43,10,96,15,21,8,53,22,49,19,33,42,60,6,47,75,48,41,94,1
64,9,15,5,43,89,27,10,93,22,50,24,61,91,65,84,19,87,94,42,21,90,13,75,92,53,44,16,45,77,23,11,28,35,12,62,48,73,96,80,82,33,67,57,88,95,56,85,78,86,63,41,79,8,74,66,55,68,81,6,31,32,3,1,58,60,49,14,47,69,25,40,17,7,59,2,38,70,97,72,83,46,37,20,54,34,26,52,18,51,36,76,4,29,30,39,71
95,8,6,90,48,72,56,71,68,14,37,54,11,78,97,36,4,29,3,66,47,46,96,40,59,35,69,26,32,49,20,9,17,60,43,34,7,41,19,44,2,5,1,70,84,51,28,39,73,75,81,53,76,42,16,86,24,30,22,23,77,92,62,13,18,52,63,83,58,38,33,80,10,21,65,82,79,94,89,12,45,61,91,87,93,64,57,55,25,27,15,67,50,31,88,74,85
65,25,34,41,38,22,52,92,12,71,85,97,17,33,64,51,70,55,76,86,63,73,18,49,82,79,10,14,39,37,88,30,89,83,8,47,58,94,1,95,4,81,46,87,42,29,31,60,80,57,74,93,35,72,91,40,50,36,21,15,67,45,27,5,7,96,66,84,16,68,53,19,26,24,61,6,28,75,54,56,20,2,78,62,69,9,32,48,44,11,59,23,13,43,3,90,77
