# c-balanced sequence
# n=92
# c=2
# mode=weak
# latin=true
# guarantee=2-balanced
# rows=items, cols=days, entry=player
41,80,87,9,30,57,38,59,62,51,71,21,13,10,92,64,20,35,63,76,40,82,56,18,72,53,46,25,12,3,24,47,8,48,60,90,33,67,14,37,5,26,34,55,11,66,45,74,70,54,84,27,86,2,1,28,6,23,69,22,91,16,44,4,88,73,29,65,78,58,81,49,89,19,17,43,7,85,15,83,31,68,42,32,50,79,61,77,39,52,36,75
42,82,18,85,73,49,69,28,57,79,7,90,91,36,15,46,19,65,83,31,52,34,78,74,30,89,10,67,47,17,2,29,27,92,58,81,11,20,16,38,22,75,68,50,62,54,53,77,44,72,88,12,32,64,43,14,76,35,63,5,59,71,66,61,55,3,80,48,25,37,39,8,21,56,45,23,33,9,13,4,24,84,60,41,70,87,51,40,86,1,6,26
43,76,74,50,34,58,60,8,56,27,37,47,66,70,23,86,24,36,39,80,54,84,11,75,6,31,69,48,15,1,72,13,88,32,78,55,45,9,26,63,61,29,44,52,3,4,49,83,81,20,33,46,7,87,65,67,53,51,19,40,25,68,41,12,21,92,42,90,10,62,79,16,35,71,2,14,38,77,18,82,89,91,73,5,64,85,17,30,28,57,22,59
44,89,14,5,68,65,23,16,48,12,53,2,9,17,56,3,90,1,21,33,45,41,22,73,61,42,92,84,79,43,28,70,40,18,91,62,64,77,6,71,88,87,51,35,57,27,24,59,36,13,58,4,25,82,85,26,72,7,30,75,60,34,39,11,86,54,49,47,52,38,55,69,15,31,50,32,10,20,74,80,37,76,29,66,63,19,81,46,8,83,78,67
45,63,13,20,19,81,62,4,30,35,29,15,79,54,55,77,59,85,5,25,26,32,67,38,12,37,87,75,36,86,71,82,57,10,49,21,7,74,66,41,39,73,8,2,60,18,78,31,80,43,76,48,69,50,42,9,61,91,17,89,33,52,70,27,65,83,84,46,34,1,51,53,22,64,40,24,6,28,92,47,72,90,3,44,68,11,56,16,88,14,23,58
46,91,72,89,11,22,66,24,39,7,61,92,49,83,78,40,8,69,60,6,44,88,81,51,80,64,33,14,42,50,19,16,90,52,86,3,25,53,84,76,70,28,65,85,32,34,15,23,79,47,63,38,37,45,21,10,68,58,67,41,26,31,1,56,57,82,43,35,54,77,30,29,12,73,20,5,71,17,59,87,48,75,74,2,36,4,62,13,27,18,55,9
47,16,28,6,75,26,10,31,84,71,40,73,77,52,51,39,2,67,74,9,50,87,58,46,82,27,13,59,35,54,4,68,34,56,17,22,1,72,83,89,38,15,48,92,30,14,64,90,12,19,5,55,29,36,11,8,62,66,20,32,3,78,24,42,45,18,37,85,23,21,61,60,81,41,44,91,88,79,76,25,63,69,57,7,65,33,49,80,43,86,70,53
58,3,65,32,71,25,86,68,1,41,17,76,85,37,18,38,53,29,70,49,4,43,48,83,21,11,55,60,63,5,20,23,62,8,77,44,73,30,56,24,59,33,47,91,74,42,9,69,82,57,22,81,28,80,14,13,92,88,16,6,90,79,87,15,46,2,7,31,64,45,36,72,19,10,66,78,27,50,75,39,67,54,26,61,40,52,12,34,35,84,89,51
92,12,26,35,64,42,67,34,36,80,52,45,27,20,69,13,88,62,87,55,57,14,2,63,53,19,18,78,29,66,85,91,76,7,31,79,37,49,75,46,50,81,41,40,23,17,10,25,61,1,89,16,54,70,59,3,51,43,83,65,77,84,5,39,8,44,56,32,9,33,73,86,4,82,28,74,90,22,30,15,6,21,11,72,58,48,71,60,38,47,24,68
50,15,79,70,33,78,88,22,21,72,54,23,41,60,68,82,3,44,28,91,89,10,5,7,24,90,47,30,32,61,48,58,9,64,43,12,65,36,81,34,27,80,52,86,20,6,55,11,56,51,35,39,2,84,71,18,40,63,74,57,4,67,75,17,38,25,13,19,16,66,83,26,62,59,8,87,69,53,85,42,49,45,46,1,14,31,77,76,73,37,29,92
