# c-balanced sequence
# n=98
# c=2
# mode=weak
# latin=true
# guarantee=2-balanced
# rows=items, cols=days, entry=player
48,92,27,60,65,75,85,72,66,17,1,43,45,62,28,40,32,93,50,20,42,51,21,63,47,13,89,38,95,91,52,8,90,57,39,79,87,26,33,69,84,83,12,71,88,76,59,67,55,37,94,53,82,30,6,61,68,4,22,25,15,64,23,29,2,19,54,24,7,96,49,18,44,41,77,97,5,73,36,3,98,35,58,80,34,11,31,86,14,16,10,70,74,81,9,46,78,56
49,73,55,16,33,56,12,84,87,29,2,70,39,46,19,23,74,90,9,6,24,58,95,5,64,4,88,10,82,15,59,97,77,94,34,35,72,31,7,81,44,96,86,18,42,85,68,41,43,3,65,11,27,32,36,14,38,13,71,8,17,1,69,51,89,78,20,52,50,80,60,75,66,26,63,22,21,61,30,93,91,40,76,47,53,57,45,54,25,92,79,98,62,28,83,48,67,37
63,48,31,92,80,26,81,14,51,91,97,8,3,65,94,41,96,1,37,84,11,45,53,22,18,74,67,75,98,54,42,19,93,49,78,56,40,66,62,47,61,30,21,36,13,4,57,73,32,34,79,2,52,64,35,5,29,88,86,16,28,44,83,59,76,85,25,38,27,10,55,95,12,58,46,17,33,82,9,87,70,50,20,69,43,6,7,24,89,23,39,90,71,77,68,15,72,60
72,68,70,25,29,78,69,16,71,35,76,57,41,86,13,98,58,87,30,82,10,36,38,46,79,61,15,24,92,89,28,60,75,20,50,14,1,43,83,6,52,54,45,22,80,77,31,39,51,23,97,12,62,90,40,17,3,7,74,19,34,9,18,55,37,91,63,48,81,33,56,93,47,84,4,59,67,64,8,49,26,44,11,88,95,5,42,85,27,65,94,21,66,96,32,73,2,53
52,4,18,34,62,79,23,5,20,6,90,12,38,77,93,85,64,66,68,56,59,40,69,44,81,83,73,55,48,32,94,9,63,21,8,33,22,17,67,88,25,7,89,2,49,27,91,46,71,72,80,86,47,92,26,87,95,60,42,39,96,98,53,50,41,57,11,15,16,65,51,54,74,43,19,28,36,24,35,70,78,37,97,30,84,82,1,76,13,29,31,10,75,45,14,3,58,61
53,28,88,10,19,32,7,33,43,55,9,60,50,15,91,21,31,67,51,39,71,2,25,27,45,95,76,64,11,47,57,12,26,70,65,44,20,16,54,24,36,82,37,97,3,84,98,74,4,35,90,29,63,75,56,96,66,58,8,92,85,46,14,94,30,73,61,5,13,72,89,62,80,1,78,83,86,79,38,23,77,42,48,59,68,93,81,52,22,49,18,69,40,87,41,34,17,6
54,22,26,49,14,83,95,37,40,74,24,36,42,89,35,97,4,75,6,61,5,17,86,29,78,23,85,81,3,84,96,13,72,73,30,18,92,41,76,87,38,59,65,70,53,58,66,55,69,45,1,91,93,68,48,10,25,28,21,43,67,77,88,11,79,12,33,60,34,2,52,39,31,90,82,8,16,9,56,32,63,7,27,94,62,50,98,15,71,80,46,20,64,47,51,44,57,19
61,11,1,63,93,39,42,27,17,90,82,96,80,30,34,59,88,47,98,95,57,50,46,7,8,77,62,28,37,43,86,87,79,52,53,58,71,49,69,64,48,13,19,32,94,10,75,56,81,16,73,15,20,51,44,76,41,70,31,84,33,54,78,65,26,68,18,22,23,9,83,4,97,6,40,45,3,2,14,25,29,60,74,72,55,89,67,21,85,38,35,92,24,91,5,66,36,12
56,3,41,76,43,58,44,47,18,46,52,94,25,66,8,14,15,16,65,19,48,33,34,89,60,9,35,21,97,2,38,88,51,55,45,23,68,80,91,74,77,29,63,31,11,12,26,61,83,24,78,27,5,67,85,22,49,40,57,6,82,95,81,62,72,42,36,98,32,64,69,92,96,7,20,71,53,84,75,17,10,28,1,13,37,87,4,73,50,39,86,30,54,70,59,93,90,79
84,20,2,69,30,87,10,67,83,73,85,13,81,64,5,28,92,62,78,54,72,32,3,12,93,31,68,90,91,66,1,4,22,74,36,7,42,82,19,60,51,40,50,15,39,33,48,9,6,96,17,70,21,98,59,43,61,52,79,53,97,37,49,24,47,71,29,75,35,44,14,25,38,94,23,57,34,89,55,95,80,65,86,77,46,18,88,58,41,45,16,27,56,26,63,8,76,11
