# c-balanced Latin square
# n=71
# c=2
# mode=weak
# latin=true
# found_by=greedy
# rows=items, cols=days, entry=player
59,18,3,42,60,49,5,44,71,11,7,35,12,8,36,62,65,57,38,26,56,19,61,53,15,21,10,66,2,22,70,40,17,32,6,14,34,46,45,64,20,41,50,25,39,63,9,55,27,30,69,4,33,1,13,24,28,67,58,43,52,31,54,48,51,68,23,16,37,29,47
48,28,40,31,30,63,42,51,1,13,41,17,4,44,9,16,39,58,45,6,36,46,32,7,25,43,54,67,55,24,35,65,68,49,57,47,23,60,50,12,37,61,29,33,14,53,52,26,3,70,19,62,56,21,18,8,27,71,59,64,22,69,38,66,20,10,34,11,5,2,15
55,14,41,56,8,11,19,20,15,24,31,21,52,64,67,66,37,34,29,27,3,59,69,23,18,48,68,12,39,32,60,4,28,5,33,22,30,26,62,16,6,13,71,42,65,38,43,7,44,2,10,35,9,54,51,57,47,46,36,40,25,70,17,45,58,63,50,53,49,61,1
57,33,47,68,5,61,38,10,9,22,70,29,69,71,2,46,25,4,55,50,12,63,65,8,49,51,42,52,16,1,59,39,45,40,19,26,43,18,24,53,54,17,32,60,58,23,36,48,35,66,20,31,11,15,37,34,14,41,56,13,62,6,28,30,3,67,7,64,21,44,27
54,6,36,35,26,66,67,45,7,50,46,16,27,23,15,40,43,13,53,37,47,1,64,5,34,62,44,14,41,71,30,31,58,3,56,51,11,20,21,38,10,55,68,2,70,19,12,28,49,59,63,17,18,60,42,61,25,39,9,33,29,32,69,52,4,24,48,57,22,8,65
62,10,58,59,39,25,51,18,29,21,30,24,32,3,19,61,22,49,48,60,44,35,17,2,70,27,47,57,33,9,41,28,38,52,65,46,63,6,8,1,45,7,69,15,71,11,4,54,56,34,64,50,40,16,67,23,66,37,68,20,53,14,43,5,55,12,36,42,31,13,26
56,4,23,57,17,69,12,55,58,32,8,13,49,42,43,68,31,40,20,28,54,26,18,11,63,6,60,5,53,14,34,36,2,37,7,25,71,64,67,66,48,21,27,41,52,62,24,1,61,50,46,29,10,22,65,38,70,35,3,44,16,33,39,47,19,45,15,9,30,51,59
45,1,37,43,15,20,7,11,66,34,52,48,14,30,65,63,70,9,24,42,53,33,51,22,38,67,64,19,35,23,3,50,62,44,55,61,29,12,36,31,57,59,47,16,46,18,13,5,25,32,39,49,8,28,69,2,26,6,27,10,68,56,4,21,71,54,58,41,40,17,60
60,2,53,28,62,71,3,33,67,5,64,47,25,38,39,17,6,50,46,10,41,27,16,56,61,29,58,59,26,8,15,21,54,13,69,9,52,4,42,40,49,44,30,63,68,22,31,37,43,55,45,51,23,19,12,36,20,65,48,1,11,24,7,57,34,66,70,14,32,35,18
44,31,27,54,45,32,22,36,19,68,56,65,26,35,4,69,23,21,18,1,57,66,3,12,40,13,37,20,11,47,7,51,24,43,15,48,70,14,10,28,5,60,39,34,9,8,64,53,17,16,6,58,71,29,62,30,59,55,50,63,41,42,67,49,25,38,61,2,33,46,52
50,34,13,24,41,46,70,63,40,6,28,36,9,59,55,49,2,62,16,14,38,30,39,19,4,52,71,25,42,17,45,20,56,29,68,18,32,22,11,61,33,67,35,51,57,3,47,66,10,26,27,44,65,7,48,54,15,60,12,21,58,8,1,31,64,43,37,5,23,53,69
64,29,16,61,37,59,21,52,8,51,57,1,54,41,12,60,7,5,67,43,31,15,25,44,69,55,49,70,10,48,66,46,27,63,34,58,53,65,23,2,50,38,6,26,40,33,20,45,36,24,9,30,42,35,32,71,18,13,14,17,4,19,3,11,39,56,22,47,28,68,62
65,12,21,48,47,53,9,26,14,18,10,3,11,61,20,42,58,15,68,32,8,24,62,71,35,45,23,28,36,13,67,33,22,39,4,64,5,37,41,17,30,19,56,66,7,59,60,57,69,52,54,1,25,31,70,44,51,43,49,38,46,40,50,63,2,29,27,6,34,16,55
63,35,38,30,4,44,27,60,49,2,71,39,58,51,56,11,33,66,22,17,7,29,6,57,65,59,18,50,40,69,19,32,53,16,8,31,1,55,54,43,68,62,3,13,61,25,70,46,14,21,41,15,24,34,45,47,5,64,23,67,37,48,9,10,28,52,26,12,36,20,42
42,19,17,33,40,43,64,48,37,69,25,68,70,31,10,52,54,71,56,23,5,45,34,46,47,1,30,63,6,12,58,55,26,14,36,24,21,16,51,32,9,8,20,28,27,50,41,39,4,22,53,67,38,2,49,3,11,29,62,18,35,60,61,44,15,13,59,65,57,66,7
66,8,20,55,23,13,28,65,47,53,15,22,7,50,18,14,26,44,39,4,2,21,67,36,9,41,3,62,61,38,52,57,42,35,17,60,49,59,27,34,25,24,64,48,69,29,6,63,11,12,33,37,5,43,46,10,1,19,30,54,51,71,16,68,32,40,31,56,45,70,58
67,5,25,51,1,6,29,30,62,60,27,45,46,16,34,24,38,41,59,70,64,48,10,68,31,32,2,7,54,43,37,49,11,9,12,20,40,44,35,47,58,42,36,23,21,15,56,19,65,28,3,61,26,52,17,4,69,33,57,66,55,13,22,53,18,14,8,63,50,39,71
69,11,46,49,10,58,57,35,12,17,20,19,55,13,53,28,3,32,61,63,52,37,43,50,26,66,39,56,34,31,18,71,1,23,67,2,33,7,15,29,70,22,45,54,5,44,30,51,40,68,47,14,64,36,9,21,16,8,25,42,59,65,27,6,62,41,60,38,24,48,4
68,9,39,22,3,24,56,61,38,44,42,40,6,21,48,8,27,36,25,51,49,13,60,54,14,16,15,4,29,65,5,10,47,30,41,62,57,69,71,63,52,11,43,12,31,2,35,34,18,23,7,66,59,55,50,53,58,32,70,45,28,20,26,37,33,46,17,1,67,19,64
70,7,26,14,36,34,41,16,4,59,33,66,67,37,29,45,47,35,65,19,40,11,20,42,17,24,8,21,60,44,64,25,6,61,50,38,28,13,56,46,18,53,10,1,55,49,32,58,71,62,48,57,27,68,63,39,31,22,52,15,2,5,12,23,69,30,51,43,9,54,3
71,32,15,52,18,2,50,54,31,43,23,63,62,5,57,1,64,30,12,69,9,55,58,28,33,53,22,46,51,27,68,48,70,59,45,66,19,3,39,26,65,14,37,4,17,16,67,38,42,8,60,13,20,6,40,41,56,24,7,61,34,47,36,29,35,21,49,44,25,11,10
