# c-balanced Latin square
# n=102
# c=2
# mode=weak
# latin=true
# found_by=greedy
# rows=items, cols=days, entry=player
56,48,10,30,62,89,70,67,69,15,36,38,43,27,5,44,71,14,17,32,35,78,40,49,16,23,77,95,33,12,98,66,75,2,6,94,24,100,83,76,82,57,60,18,29,58,39,85,8,87,1,84,90,25,22,74,86,21,91,11,92,55,64,9,72,79,50,41,51,13,47,65,52,19,68,54,96,99,34,102,59,61,42,73,53,37,20,7,93,63,46,4,45,80,31,97,101,81,3,28,26,88
60,84,29,82,95,79,50,93,49,81,96,28,87,88,51,97,19,31,21,73,68,80,92,102,65,85,37,48,86,58,13,63,61,42,8,20,90,64,89,55,35,52,71,45,7,25,43,56,59,38,72,3,26,23,53,15,54,2,99,83,27,78,46,66,24,32,12,4,98,11,100,101,40,39,33,44,91,41,67,77,30,69,34,6,9,1,57,74,16,18,62,70,10,47,36,76,17,94,22,14,5,75
57,5,6,76,25,74,20,78,102,54,101,61,18,80,8,24,47,45,23,34,46,10,26,39,75,91,22,69,83,30,19,59,40,50,62,52,66,9,53,12,15,81,100,93,4,44,99,41,17,70,28,2,63,67,14,51,55,85,36,98,94,86,77,84,1,88,33,21,42,97,32,73,35,16,49,13,31,37,87,92,58,64,3,11,65,29,48,95,90,56,68,71,38,72,7,89,43,27,79,96,60,82
100,43,32,36,4,73,34,72,7,22,11,64,1,99,98,33,37,27,70,82,3,94,13,9,55,88,29,71,8,42,52,89,35,91,60,18,67,92,77,16,19,87,26,65,79,21,6,102,49,75,46,101,97,48,68,95,17,40,76,31,28,96,57,56,10,23,90,25,5,53,62,93,50,47,20,14,12,74,2,15,80,38,45,39,66,85,30,86,58,81,24,54,51,84,61,44,63,59,83,78,41,69
96,55,24,44,7,13,14,65,2,41,67,45,68,83,69,59,58,84,30,93,77,38,64,53,81,86,17,63,90,10,31,6,15,49,37,85,1,54,95,51,72,56,40,5,97,11,91,33,94,39,71,12,27,78,20,82,61,66,47,46,62,29,101,74,43,73,70,80,22,18,16,87,60,76,3,28,100,89,36,8,32,23,35,88,26,19,79,50,98,75,34,21,48,25,57,42,92,52,99,4,102,9
75,21,12,99,46,88,23,83,79,31,56,92,70,2,40,62,16,60,54,76,4,86,57,66,100,47,87,25,61,36,41,9,84,39,38,48,74,22,3,14,78,29,28,50,1,80,68,37,73,30,35,81,98,58,32,89,59,42,69,49,19,65,26,82,52,7,34,102,95,44,27,63,85,67,51,11,45,5,55,18,6,24,13,91,97,33,10,17,96,64,43,94,15,101,8,71,53,90,72,77,20,93
63,45,50,28,102,26,85,80,66,42,19,78,35,52,48,89,11,94,44,95,72,15,18,62,71,27,98,51,47,43,24,101,93,25,32,57,33,58,97,21,75,20,10,88,53,38,96,69,90,5,76,34,16,41,13,79,64,9,77,6,1,8,22,3,4,54,60,37,91,14,92,81,86,17,59,70,61,29,84,7,49,99,31,83,74,12,56,65,82,73,36,2,55,67,23,30,39,46,68,100,40,87
53,3,61,97,33,9,6,101,77,39,20,29,17,73,91,49,67,90,43,1,8,28,74,59,7,96,60,5,81,70,65,72,82,68,44,46,99,34,13,63,30,86,23,64,66,84,24,12,4,57,36,102,100,10,52,83,50,87,93,92,18,51,56,25,21,2,15,55,31,38,45,69,71,94,95,40,42,75,26,47,79,76,48,54,32,41,14,98,27,88,78,16,85,35,19,22,62,80,58,11,89,37
92,22,85,41,71,16,15,37,82,10,40,100,30,34,26,32,76,36,51,79,87,12,23,42,19,58,35,67,56,80,14,94,78,54,3,69,21,7,27,73,8,31,99,2,47,98,89,18,55,95,53,45,86,11,74,43,62,84,90,75,39,48,61,97,17,93,63,81,20,28,65,9,96,102,83,64,88,72,13,68,57,59,4,25,46,44,60,101,38,5,52,49,77,91,29,66,70,1,50,24,6,33
64,31,14,27,55,81,5,38,90,13,57,84,91,65,97,25,46,52,74,39,98,56,33,75,50,45,68,54,24,2,32,93,83,23,11,17,102,59,4,49,62,92,6,101,48,70,100,61,22,19,77,9,60,85,36,96,37,88,44,35,72,80,10,30,71,29,89,51,40,67,3,79,43,66,58,73,41,53,86,78,20,1,16,7,87,94,28,82,18,99,8,34,63,12,69,26,15,76,47,95,21,42
69,35,95,58,18,49,88,59,60,89,47,99,77,93,21,86,96,15,36,53,66,48,29,82,6,73,4,1,79,20,16,28,45,10,5,76,85,91,71,40,56,43,13,42,25,87,83,46,63,67,68,26,38,24,94,54,72,70,14,7,34,27,52,50,41,44,101,78,57,23,12,37,30,33,84,8,80,97,81,39,100,98,62,19,2,22,90,11,102,92,31,17,9,3,74,75,55,64,61,65,51,32
51,17,62,94,87,38,30,75,68,44,98,48,80,4,63,22,72,12,61,9,100,88,101,52,8,37,64,102,34,26,11,18,95,70,89,79,78,50,41,65,67,55,39,16,84,31,54,3,29,15,32,40,7,19,91,92,20,28,57,73,33,42,69,49,47,58,77,74,6,76,99,21,1,24,2,90,36,93,82,56,46,35,71,66,96,27,45,43,14,23,25,59,83,13,53,81,10,60,5,85,86,97
