# c-balanced Latin square
# n=87
# c=2
# mode=weak
# latin=true
# found_by=greedy
# rows=items, cols=days, entry=player
53,29,14,82,57,40,75,87,83,85,67,50,86,43,18,61,76,17,3,55,7,27,70,41,73,38,60,65,34,23,39,48,5,72,26,28,59,77,69,16,31,12,19,44,10,79,21,78,4,51,84,1,81,66,8,36,2,11,46,63,13,30,15,24,6,62,35,58,33,54,42,49,56,37,32,9,52,64,68,74,47,25,22,80,71,20,45
54,25,55,15,68,6,22,33,1,80,84,21,30,24,2,81,49,78,65,37,66,19,43,28,32,10,36,52,42,46,11,45,14,64,63,85,9,60,20,38,83,47,61,40,18,29,71,27,75,13,26,35,72,87,57,41,58,82,76,56,39,62,50,44,34,53,74,79,67,16,31,70,17,5,51,8,3,23,77,7,4,59,48,86,69,73,12
62,72,81,9,12,38,13,39,10,18,73,8,47,17,71,69,5,35,64,53,76,44,58,54,31,16,77,27,79,57,3,4,82,37,65,41,56,51,22,19,11,67,70,25,86,50,80,23,68,45,74,52,32,59,33,7,24,55,48,42,84,21,75,28,61,2,20,46,83,60,40,34,66,36,1,49,29,15,78,87,6,43,26,30,63,14,85
56,7,20,60,87,42,74,14,64,70,66,61,48,11,29,50,63,4,1,79,6,34,51,33,59,82,5,26,25,62,83,47,58,78,43,84,77,23,2,52,76,68,8,30,46,67,53,24,54,36,86,49,15,40,9,12,73,85,17,72,31,69,38,37,22,45,3,41,80,19,44,71,13,27,18,65,35,10,21,28,81,16,57,32,55,75,39
57,41,27,31,34,44,45,15,23,40,74,36,55,56,59,75,26,85,71,28,22,35,86,84,48,46,12,10,32,13,54,72,61,21,3,17,30,39,58,80,81,79,82,16,20,49,69,29,37,7,5,14,42,4,6,19,64,1,78,18,8,65,60,77,43,66,87,76,63,68,62,9,47,73,33,53,38,50,83,70,52,67,11,25,24,2,51
73,24,3,11,51,65,30,19,69,49,38,77,63,80,67,53,70,52,68,45,83,2,85,21,7,75,9,78,39,37,50,62,87,81,8,18,55,31,6,57,35,36,14,48,1,12,33,66,76,56,25,27,28,16,43,60,13,29,54,47,4,10,20,15,59,32,64,71,17,84,26,86,22,23,46,82,79,58,72,44,40,41,5,74,34,61,42
86,16,5,33,37,66,32,79,46,43,41,82,28,60,20,25,47,24,8,42,15,9,87,49,29,40,80,4,68,74,1,2,70,23,44,38,13,64,63,71,10,26,72,73,35,17,61,84,22,34,85,18,75,45,83,62,50,65,67,14,52,11,57,58,55,19,51,53,30,6,39,7,77,78,54,81,59,48,36,69,31,12,76,56,3,21,27
58,17,76,6,84,16,4,61,30,77,22,19,83,52,14,54,23,57,12,39,36,72,13,50,18,21,71,11,55,56,60,67,34,51,69,7,40,27,65,41,59,75,32,78,43,47,2,3,46,38,31,44,70,53,81,79,10,74,33,80,26,5,82,48,49,85,63,15,1,73,28,45,25,68,24,37,86,9,42,66,62,64,20,87,8,35,29
64,26,67,65,78,3,8,29,7,21,35,27,18,25,43,58,31,46,10,48,75,17,81,73,76,6,1,45,24,44,20,49,59,86,36,33,53,74,42,5,85,9,28,52,77,15,54,63,62,83,41,55,66,37,30,87,11,34,39,68,71,51,40,79,80,69,12,57,56,50,38,61,23,2,60,16,22,19,14,32,13,84,4,47,82,70,72
83,2,72,42,71,53,10,13,34,59,12,70,84,68,79,38,62,40,41,82,32,47,64,69,80,57,43,87,35,63,61,22,73,15,19,29,66,28,37,4,14,45,39,56,51,60,58,49,26,65,8,23,24,36,48,3,17,20,86,44,50,25,27,9,81,21,5,16,78,52,85,74,33,11,76,7,31,6,75,55,77,30,1,18,46,67,54
81,1,62,18,28,56,23,48,86,9,54,11,87,85,39,32,19,44,66,52,51,5,27,55,60,14,3,33,15,16,42,30,31,68,67,20,76,79,50,25,72,38,78,22,57,24,82,13,74,6,7,21,64,46,2,77,69,40,8,35,61,84,36,47,73,26,70,4,12,59,75,29,10,83,41,34,43,71,63,45,37,80,58,53,49,17,65
55,4,26,69,46,36,50,49,63,78,75,45,5,81,31,37,29,58,73,77,30,33,61,65,74,20,53,66,86,8,6,41,54,47,84,10,82,80,16,62,17,21,3,87,71,83,59,70,11,19,39,12,25,67,52,1,22,38,9,43,76,18,34,56,42,7,23,2,44,72,32,35,57,14,13,28,40,27,51,60,24,85,79,64,15,68,48
76,35,24,50,85,51,17,68,47,57,1,44,79,72,69,22,59,37,74,2,70,56,7,82,83,77,25,13,30,28,26,12,27,46,71,11,75,34,48,45,18,40,23,64,42,9,43,4,81,14,32,63,31,60,80,16,49,15,53,58,66,73,29,86,3,41,65,8,54,61,87,21,67,55,20,52,39,5,62,33,10,38,78,84,19,6,36
67,10,8,23,80,20,12,43,39,60,62,40,14,15,34,33,65,9,55,21,16,11,45,38,42,19,29,70,78,64,5,77,52,48,2,35,58,24,1,46,7,53,44,6,36,86,85,79,30,87,47,61,73,68,54,84,57,41,75,51,32,63,74,25,72,28,31,13,27,37,18,69,76,82,56,26,17,4,81,71,49,3,50,66,59,83,22
66,27,52,38,22,82,31,54,25,73,71,17,74,7,36,6,61,87,15,34,3,53,4,14,63,49,18,72,84,75,76,40,65,41,32,39,50,57,81,56,70,13,51,37,19,23,5,28,20,33,69,10,78,55,26,59,21,62,45,85,60,24,83,67,35,1,42,68,64,46,8,48,79,16,12,58,30,47,2,80,11,29,9,43,77,44,86
59,21,61,44,77,32,2,16,41,6,28,85,13,3,49,24,27,86,63,67,71,84,78,79,36,62,58,57,43,69,51,9,1,4,83,60,26,22,52,47,12,29,55,68,8,66,18,72,80,35,42,50,48,76,56,5,30,87,37,19,64,45,46,10,54,17,33,82,81,11,25,20,38,34,70,15,14,53,73,65,75,74,31,39,7,23,40
48,13,47,40,29,33,83,42,75,58,37,51,76,64,9,56,7,81,20,60,68,25,26,46,39,54,34,8,23,17,85,16,80,12,14,86,32,19,59,43,69,73,11,74,61,31,10,67,53,44,15,38,82,79,4,65,72,27,77,55,70,2,71,78,36,30,22,24,3,49,66,84,5,1,6,50,87,21,57,18,35,45,52,41,62,28,63
70,5,45,64,74,11,84,72,4,53,55,57,82,10,30,78,73,48,22,18,1,50,24,35,66,41,68,37,81,65,79,28,3,25,38,21,67,87,31,15,49,77,54,58,2,27,75,17,9,63,62,29,43,51,71,20,86,12,52,36,23,7,61,19,14,76,6,85,39,40,47,59,44,42,80,83,32,8,26,46,34,69,60,33,16,13,56
63,14,19,43,30,86,46,36,52,15,65,60,26,42,47,35,12,20,23,80,8,69,32,56,5,31,59,6,71,87,38,44,83,7,13,64,2,18,85,27,84,62,76,50,40,48,1,45,41,49,57,34,39,3,17,29,33,66,28,81,75,53,16,21,11,68,4,9,74,58,67,73,72,77,22,51,78,37,24,79,54,70,10,82,61,25,55
77,39,75,54,79,68,18,53,31,45,87,3,2,21,76,80,8,83,62,72,10,28,59,44,9,52,17,67,11,82,24,56,29,33,55,78,42,61,70,66,63,46,4,34,32,25,74,60,69,16,73,40,26,35,22,37,14,47,64,65,6,58,13,84,51,15,49,50,7,48,36,27,41,43,30,23,1,12,86,85,19,57,81,38,20,71,5
71,15,49,1,70,87,34,6,12,19,16,25,67,27,51,11,66,41,38,57,85,23,30,40,58,33,48,21,61,50,47,14,36,45,72,74,43,20,10,73,22,37,86,26,39,81,52,7,84,77,68,83,5,13,24,78,54,18,59,82,46,80,8,62,29,79,55,60,28,9,63,56,75,65,3,64,69,44,31,53,42,32,17,35,4,76,2
80,9,78,73,24,41,69,20,81,29,63,4,32,61,5,46,64,16,17,84,13,49,76,37,34,22,2,75,85,19,7,55,60,53,57,51,36,35,54,79,8,33,83,65,28,3,56,14,71,70,82,58,6,1,23,31,44,42,50,74,48,12,39,30,38,77,43,18,87,86,10,62,40,45,66,11,67,25,52,15,27,72,68,59,21,26,47
74,40,56,58,55,7,60,3,65,48,86,52,22,50,28,44,18,42,77,35,43,79,31,47,70,15,26,39,1,27,29,81,6,62,82,23,25,5,76,68,34,30,10,12,24,78,20,38,59,64,75,45,85,21,11,67,32,2,49,41,33,72,4,66,53,71,54,14,69,57,17,19,80,63,84,61,46,16,13,9,51,37,83,36,73,8,87
82,38,7,35,8,14,37,62,17,2,72,68,59,33,84,26,71,75,11,4,86,54,66,67,51,64,42,46,77,10,73,13,69,49,40,48,63,30,9,44,65,87,5,53,21,16,19,15,18,27,22,36,80,47,61,25,76,79,31,57,83,56,55,23,20,60,52,32,45,41,81,24,6,74,29,85,70,34,3,43,58,39,28,12,78,50,1
79,32,57,59,21,39,28,85,66,50,23,43,38,1,19,83,10,54,29,78,12,36,62,25,53,45,74,16,80,22,84,71,20,24,61,52,46,72,17,3,6,41,15,60,13,4,51,47,58,55,81,56,8,27,69,40,9,63,70,73,86,44,42,5,87,37,34,67,31,77,82,68,26,35,48,2,33,65,11,30,76,7,49,75,14,64,18
51,37,34,36,27,76,25,40,44,33,83,49,31,6,65,21,14,69,47,81,73,55,63,68,8,87,30,56,9,12,32,86,39,18,58,70,41,45,75,77,28,80,85,67,11,64,42,57,2,66,72,71,74,62,50,82,43,7,3,1,38,35,17,26,52,16,78,59,20,15,4,13,46,53,19,10,60,84,29,22,5,61,23,54,48,79,24
