# c-balanced sequence
# n=70
# c=2
# mode=weak
# latin=true
# guarantee=2-balanced
# rows=items, cols=days, entry=player
58,3,9,65,12,30,41,56,26,23,61,21,14,32,18,53,51,35,43,33,4,38,63,60,49,66,69,40,68,54,20,2,59,28,16,25,45,8,7,67,31,42,70,11,39,29,44,55,47,15,22,10,13,17,36,57,46,27,24,64,34,62,48,50,5,19,6,37,52,1
25,7,48,40,42,8,13,29,34,35,52,2,59,20,17,46,45,21,50,69,22,53,39,1,6,24,44,37,57,10,11,65,51,62,61,60,66,3,19,5,68,18,27,15,4,14,23,64,63,38,67,36,9,32,49,58,33,16,28,55,47,26,31,41,12,30,56,70,43,54
70,17,38,31,60,16,50,10,36,30,5,20,69,64,57,39,19,55,61,63,54,32,27,58,67,47,33,2,48,23,41,43,12,34,65,15,49,4,26,35,51,24,46,59,66,28,56,52,62,25,6,37,29,53,11,8,1,21,3,13,42,22,68,44,7,45,40,18,9,14
43,32,56,3,15,1,63,18,54,9,24,6,33,22,31,62,66,47,52,46,49,68,44,41,25,28,19,45,13,42,55,38,50,36,70,64,29,17,14,21,16,53,5,2,7,8,37,65,51,26,40,12,34,61,67,69,30,58,23,35,27,60,11,10,4,20,59,57,48,39
45,28,44,62,11,51,27,57,37,39,16,49,68,65,67,29,30,26,4,8,64,10,12,40,14,21,36,24,59,18,61,35,56,7,20,58,9,13,48,55,19,34,6,60,32,41,17,43,1,42,23,31,66,15,22,5,50,52,38,70,54,46,2,53,33,3,69,25,63,47
60,34,66,53,38,35,23,12,46,2,15,50,56,7,41,59,70,28,42,13,14,48,9,55,27,30,5,25,22,52,31,37,58,4,69,6,10,24,1,3,33,40,29,20,18,63,47,21,39,16,57,54,11,8,45,19,43,67,65,44,68,51,17,62,26,64,49,36,32,61
61,5,19,33,20,47,26,4,6,42,36,43,62,21,58,40,25,3,65,57,60,1,67,51,59,53,39,11,8,17,16,23,68,27,31,12,32,63,52,45,49,54,44,69,22,30,50,7,48,56,70,64,35,10,9,28,13,2,46,14,66,15,29,24,18,37,41,34,38,55
63,1,21,52,22,32,55,24,69,8,18,11,10,47,13,15,48,37,51,34,35,3,29,61,2,64,70,46,43,26,39,7,9,41,44,67,28,54,36,66,30,38,14,45,62,53,27,6,4,49,68,19,20,59,31,16,65,17,25,60,56,58,40,23,42,57,12,5,33,50
40,12,23,49,58,45,53,59,14,67,41,29,9,42,38,8,10,17,68,31,36,20,50,69,54,32,16,56,66,65,5,30,22,3,19,21,33,18,44,60,63,26,57,61,25,64,70,46,37,2,55,24,62,39,6,34,47,51,48,7,1,13,35,27,43,52,15,28,4,11
64,24,4,25,17,44,19,5,48,13,70,39,54,66,52,2,18,9,27,16,7,28,56,22,57,15,49,1,6,40,62,34,46,11,37,55,23,42,69,12,47,43,65,35,68,58,60,38,41,32,50,21,51,33,14,26,3,61,31,10,30,67,63,36,59,53,29,20,8,45
65,26,27,35,6,57,28,68,64,7,31,30,46,34,43,60,11,20,38,62,23,47,33,37,45,63,61,41,14,4,32,10,70,54,8,51,53,50,29,2,58,67,52,13,24,40,15,5,59,36,17,3,1,42,44,55,12,39,22,69,9,18,49,25,56,48,16,21,66,19
37,16,13,36,43,33,61,58,1,3,63,51,25,55,69,50,14,67,49,45,44,21,26,46,31,35,60,12,47,19,15,53,48,18,59,52,39,20,34,70,27,11,56,9,17,42,10,66,22,29,28,30,57,7,68,4,54,6,40,5,8,41,38,32,2,65,23,62,24,64
54,29,42,30,59,2,66,22,40,32,68,28,12,4,6,24,33,41,39,15,19,5,8,17,62,55,50,38,44,69,36,25,49,26,47,56,16,57,65,64,7,10,48,1,31,3,20,13,9,45,14,52,23,60,18,70,37,53,63,11,43,21,34,61,46,51,58,35,67,27
67,18,51,7,48,34,20,15,11,65,17,53,45,35,3,63,64,56,29,2,25,70,52,13,23,10,9,58,21,27,57,60,1,24,14,38,30,62,22,8,4,59,39,49,16,12,54,61,44,69,43,5,46,40,41,32,66,36,19,33,50,28,37,55,47,6,42,68,31,26
47,8,39,50,56,9,52,21,49,60,27,23,19,16,5,1,32,54,58,40,6,24,30,42,18,68,20,7,67,28,29,13,45,66,35,43,61,31,41,46,37,25,36,55,51,33,26,11,34,53,63,48,65,38,2,64,62,4,15,59,12,57,69,3,70,14,17,10,22,44
69,14,10,41,46,31,62,70,55,38,44,57,37,26,61,36,22,53,12,59,66,43,65,11,4,34,48,51,3,64,33,63,42,17,2,5,40,68,6,15,32,28,50,23,21,19,67,35,18,8,27,58,47,25,56,24,29,49,20,45,16,52,39,9,54,1,13,7,60,30
