# c-balanced Latin square
# n=73
# c=2
# mode=weak
# latin=true
# found_by=greedy
# rows=items, cols=days, entry=player
51,3,37,47,17,59,4,60,25,24,15,55,7,48,29,68,35,10,45,8,33,30,70,54,63,38,62,65,72,44,27,39,57,40,19,52,1,28,41,9,42,73,5,2,49,50,69,61,18,23,12,26,20,32,36,53,64,34,16,22,67,21,13,31,11,43,58,14,66,46,6,56,71
64,16,26,28,57,11,9,42,18,53,69,73,40,25,5,56,62,46,12,14,49,68,66,52,19,2,24,47,61,21,67,50,58,23,8,54,4,22,31,72,13,59,20,29,71,33,34,6,51,44,27,48,65,70,38,30,41,15,43,63,3,37,32,55,60,39,7,10,45,1,35,36,17
65,32,39,36,41,33,51,70,8,71,1,6,30,21,13,26,61,31,37,59,15,17,22,34,72,44,7,45,11,42,69,64,43,3,48,46,27,18,12,55,10,28,38,60,63,25,56,57,35,53,2,58,19,9,4,23,73,66,24,50,29,68,49,47,20,67,52,16,5,14,62,54,40
66,29,60,63,58,5,47,19,61,23,50,35,62,24,43,40,30,52,34,27,3,11,46,20,4,53,70,67,25,10,38,1,6,22,36,71,73,9,49,14,45,17,31,15,37,54,21,68,16,32,39,13,42,56,57,59,55,7,72,65,28,44,48,26,12,18,69,41,33,51,64,2,8
68,23,44,56,18,48,54,58,31,5,67,13,2,28,73,69,57,9,16,72,42,60,7,45,49,21,59,51,53,35,26,14,41,55,12,65,50,20,62,3,19,33,32,39,64,8,4,66,47,37,43,6,40,11,52,29,71,10,36,1,30,38,15,46,22,17,24,25,61,34,70,27,63
67,8,38,52,15,34,17,64,39,37,46,14,10,12,3,71,33,41,43,40,1,48,16,36,55,32,68,6,63,54,2,56,18,13,51,26,29,25,66,47,24,70,7,65,58,53,5,49,50,30,22,69,72,61,44,28,60,35,9,11,31,27,45,19,73,62,59,23,21,42,20,57,4
72,4,19,27,42,20,53,32,59,65,54,44,49,45,22,7,11,50,66,25,9,24,73,31,17,1,10,46,60,57,62,28,70,61,33,64,5,35,8,15,40,30,69,68,23,41,67,52,29,36,21,71,16,47,34,26,3,37,58,48,2,63,51,14,6,38,56,12,18,43,39,55,13
69,30,2,21,35,45,43,55,48,36,38,47,56,4,23,65,18,51,70,63,62,29,61,12,13,39,58,22,19,34,73,16,32,17,44,60,10,37,52,6,71,57,27,26,72,42,9,40,24,31,7,41,66,25,33,49,14,20,46,59,53,8,54,5,1,64,28,3,67,50,11,15,68
71,25,49,7,14,50,62,40,29,57,52,51,27,37,15,8,20,21,67,6,5,47,26,23,64,28,41,3,33,66,9,24,68,42,59,58,63,69,39,53,54,34,48,13,44,11,12,19,38,17,46,55,18,1,43,2,56,32,45,70,4,61,35,16,10,72,36,31,22,30,60,73,65
73,24,1,13,10,22,6,11,3,63,16,41,72,59,32,53,19,55,64,2,69,35,57,65,14,30,50,8,40,4,37,29,25,31,47,7,38,23,36,43,51,56,61,46,18,28,20,45,62,70,60,15,67,27,54,68,39,21,12,5,34,17,52,33,66,42,71,44,48,58,49,26,9
70,31,9,46,61,12,26,28,66,33,60,68,34,42,17,58,39,36,44,54,38,56,18,43,71,15,27,48,5,52,20,49,72,45,67,30,11,2,21,16,1,4,35,55,59,22,14,73,10,65,3,63,64,8,51,50,6,13,62,57,23,25,24,41,40,53,37,47,19,29,32,7,69
