# c-balanced sequence
# n=77
# c=2
# mode=weak
# latin=true
# guarantee=2-balanced
# rows=items, cols=days, entry=player
48,36,64,34,18,32,41,16,60,20,52,4,38,39,76,21,3,6,59,68,44,24,51,45,28,61,46,66,17,75,1,15,70,2,29,25,11,58,7,71,53,69,22,56,43,31,33,5,14,65,12,26,50,77,73,74,19,62,42,40,8,30,9,72,54,37,23,10,27,55,35,67,49,47,13,63,57
49,35,72,7,44,67,62,71,42,27,12,23,8,73,43,54,51,69,50,46,60,30,20,1,37,40,33,13,32,19,65,77,14,16,63,26,48,9,6,75,55,52,47,10,28,5,74,38,15,34,36,53,29,45,57,3,4,2,58,68,25,18,11,41,31,66,21,76,59,17,22,39,56,24,61,70,64
50,2,61,29,45,26,55,36,11,22,1,58,25,75,6,62,14,15,10,33,56,53,9,65,17,34,23,47,31,64,57,18,35,59,37,41,4,43,21,70,3,24,39,12,68,8,54,76,49,71,73,16,66,67,28,40,72,13,63,32,19,46,69,48,27,30,44,74,5,77,52,51,20,38,7,60,42
51,24,10,59,70,57,28,48,37,77,17,30,19,53,68,16,31,5,55,74,39,47,76,52,22,63,69,42,21,67,45,73,11,38,7,8,14,66,13,46,72,44,26,40,25,23,20,18,75,4,9,27,56,15,36,64,60,61,33,29,6,35,65,50,71,41,49,12,54,32,43,1,2,3,58,34,62
52,15,12,14,40,63,66,3,56,69,33,21,34,27,9,18,58,28,35,64,67,4,57,32,73,72,54,7,74,49,36,5,71,43,30,31,62,19,60,20,51,2,42,65,29,50,41,37,17,22,48,46,24,61,38,39,47,76,70,44,1,59,77,10,25,8,16,75,6,13,23,53,68,26,55,11,45
53,1,71,54,76,75,42,60,61,39,7,2,46,32,63,23,8,70,13,26,59,49,29,27,11,68,3,41,6,72,25,24,22,44,50,40,33,38,47,56,64,58,74,16,55,35,77,45,20,31,10,51,21,62,5,18,52,9,28,34,67,4,12,15,73,17,43,65,19,57,30,48,37,36,66,14,69
75,6,13,16,65,54,73,5,18,25,20,49,10,45,55,38,44,41,34,43,37,15,19,66,51,62,50,2,70,4,9,69,48,60,39,77,36,71,32,67,35,12,76,46,17,61,57,1,3,30,64,52,68,59,31,11,14,27,53,74,58,23,42,22,40,24,47,63,28,7,33,26,8,56,29,72,21
74,21,47,4,30,19,68,38,62,31,43,17,65,29,40,22,11,77,76,72,36,61,8,48,56,14,24,12,1,10,58,52,27,26,42,59,34,23,57,37,28,33,66,7,15,63,6,53,67,32,41,45,60,54,69,49,50,75,44,16,39,13,3,35,55,20,46,2,64,73,18,9,70,51,25,5,71
58,23,9,73,67,51,44,35,12,47,11,45,50,24,33,20,60,52,71,7,17,3,16,40,64,25,13,21,46,15,29,28,55,61,65,18,69,49,53,2,22,31,5,70,34,62,75,56,19,26,39,43,37,42,63,77,8,30,48,57,66,14,32,76,68,36,4,72,38,74,27,54,59,6,41,1,10
56,28,24,32,77,64,70,37,66,30,26,53,59,36,48,27,2,57,46,42,9,69,41,68,18,5,39,71,20,47,74,76,63,6,54,16,51,8,10,45,11,14,73,49,4,38,44,21,72,23,35,1,25,55,40,13,33,3,43,17,12,50,60,7,52,58,62,34,22,67,29,61,31,19,65,75,15
63,22,46,26,55,1,4,34,3,72,35,57,14,61,19,5,25,50,54,31,62,75,44,6,58,38,30,60,65,59,8,43,42,32,33,67,17,73,15,52,68,77,29,13,48,9,11,27,66,69,2,74,12,70,7,10,41,21,36,51,56,24,71,20,18,45,64,37,47,16,28,40,23,49,76,53,39
69,8,27,68,33,7,16,41,15,29,13,39,76,42,66,36,49,21,56,22,10,12,70,74,67,45,37,34,23,40,14,3,53,75,64,20,24,28,72,38,50,1,25,30,71,51,60,32,65,52,18,5,73,58,19,2,63,11,6,55,57,47,31,61,26,77,59,9,35,46,62,17,44,48,43,4,54
57,11,6,74,43,39,40,49,52,2,18,73,48,67,64,72,1,31,51,61,35,23,28,60,26,29,77,19,44,13,63,62,66,15,17,58,10,41,4,9,27,36,55,59,47,45,46,54,7,16,68,65,76,71,56,20,53,34,22,5,37,75,38,8,69,42,33,14,21,70,25,24,3,12,32,50,30
59,14,48,69,20,17,52,58,70,5,9,75,28,71,37,77,47,74,45,65,16,2,32,25,33,7,22,53,55,18,46,4,56,21,31,68,30,76,34,61,40,54,3,24,64,12,43,26,10,42,8,62,6,23,50,44,35,29,66,73,38,49,72,57,11,39,51,41,60,1,15,36,13,67,63,27,19
71,3,41,50,62,53,15,23,8,21,44,24,6,38,10,32,30,66,11,63,34,43,36,4,54,27,73,35,76,16,51,61,7,12,1,57,5,67,48,74,39,75,19,22,60,13,14,40,33,49,47,59,28,46,72,9,25,65,37,31,64,20,68,17,70,29,2,42,56,26,45,55,18,52,69,58,77
60,31,25,38,42,29,19,20,54,76,65,63,51,62,59,12,13,18,17,69,55,58,47,30,50,2,56,75,8,77,11,72,45,9,35,49,37,26,27,43,21,70,64,57,41,7,15,52,39,24,14,61,44,74,68,32,36,67,1,46,71,10,5,4,53,23,40,66,48,3,6,73,33,34,28,16,22
67,5,45,22,27,37,10,46,55,68,32,56,33,23,14,73,4,26,39,24,13,40,1,72,57,42,64,49,3,36,34,38,47,52,70,19,29,25,62,44,66,20,18,77,6,53,28,50,63,51,58,71,17,16,30,48,69,31,41,59,43,15,2,54,12,65,8,11,61,76,9,60,75,21,74,35,7
66,12,49,9,31,35,21,7,40,16,41,64,43,58,54,53,71,48,44,1,19,46,37,61,15,52,17,68,39,28,6,50,2,5,22,60,74,65,11,23,42,59,69,8,73,3,29,4,36,76,75,34,38,13,33,67,55,18,25,45,70,26,27,30,63,72,56,77,62,10,20,57,32,14,51,47,24
61,34,18,51,25,36,72,28,26,4,60,77,20,47,3,70,45,59,75,12,76,65,73,63,8,48,31,67,33,41,53,23,30,24,14,13,44,46,69,55,57,56,35,2,32,37,10,58,6,21,27,22,9,11,66,54,42,39,15,62,7,40,52,43,16,74,19,1,17,50,68,38,5,71,64,29,49
64,30,39,36,56,38,2,11,1,50,8,29,52,74,57,15,7,33,9,70,6,27,14,62,21,66,20,10,69,43,71,75,40,18,73,32,55,54,51,26,63,16,17,68,5,67,72,61,12,53,25,19,77,65,60,76,28,24,49,47,48,34,58,13,3,35,31,45,4,41,37,42,22,46,59,44,23
76,13,17,57,24,34,65,77,44,6,46,69,68,60,50,42,19,16,3,5,29,74,67,49,55,71,59,25,37,7,22,32,54,10,62,45,12,20,35,58,47,41,43,23,36,40,70,31,48,1,33,56,64,26,4,15,38,51,52,61,21,28,73,14,9,75,27,18,53,72,11,63,30,39,2,8,66
72,10,15,75,47,14,30,32,43,58,42,61,22,4,11,52,35,27,23,49,28,38,56,77,53,41,51,9,26,24,70,59,1,29,48,66,21,16,17,19,65,71,62,31,39,18,34,2,74,45,20,57,63,3,8,37,5,64,60,54,33,6,55,46,44,50,73,36,12,40,7,69,76,25,68,13,67
62,33,2,63,21,66,45,67,73,53,54,55,7,18,25,46,68,64,40,41,51,48,39,5,69,60,58,4,50,12,31,16,13,36,28,6,56,42,14,3,76,37,9,38,1,30,24,8,44,11,72,15,35,27,47,59,17,77,32,75,23,22,29,74,49,34,70,43,20,71,19,52,10,65,57,26,61
70,19,40,37,48,59,13,24,17,74,71,27,12,9,35,75,22,20,47,15,8,52,26,34,44,43,65,57,38,2,64,33,25,76,72,61,63,77,68,5,60,67,50,11,58,49,55,23,73,46,29,4,18,51,41,16,7,10,14,30,3,45,53,62,56,6,54,69,32,39,66,21,28,1,42,36,31
73,26,1,8,23,6,61,39,31,10,37,72,16,28,51,76,63,43,14,30,54,45,11,35,3,32,36,18,29,66,21,19,20,74,4,9,15,59,33,49,7,46,53,52,75,42,22,77,57,70,50,40,69,24,34,62,71,68,12,2,65,17,25,47,38,60,67,13,44,5,58,64,41,27,56,55,48
65,32,44,58,3,49,56,69,75,38,62,67,5,2,41,29,34,36,60,77,57,42,17,31,23,46,11,61,52,73,55,68,39,8,27,71,53,64,1,25,30,45,28,54,74,76,47,35,13,37,7,66,48,14,6,22,70,40,50,4,18,16,19,24,21,10,26,15,63,51,59,12,43,72,9,20,33
68,4,20,28,5,12,18,22,25,63,59,66,3,26,44,56,55,72,62,53,50,33,71,24,16,47,6,15,27,48,60,49,65,58,34,43,7,40,70,29,13,10,51,21,14,69,19,17,41,9,67,30,36,75,1,61,73,74,8,35,77,42,39,64,32,76,57,52,23,31,2,46,54,11,45,37,38
77,7,42,35,41,74,9,51,14,45,36,70,1,30,39,65,24,38,37,2,21,68,64,13,10,19,76,40,54,5,17,67,57,46,69,47,50,52,22,73,32,4,61,27,33,56,25,62,43,3,55,31,49,53,12,23,26,20,72,11,63,44,66,59,28,48,71,58,29,8,75,34,16,15,60,18,6
55,29,52,53,46,50,76,64,33,23,19,34,13,21,17,6,67,61,32,25,66,20,59,75,9,28,72,14,30,62,35,44,51,41,11,3,2,31,18,8,12,15,48,63,26,65,16,71,60,38,54,42,39,10,43,45,58,57,56,27,69,36,1,37,5,22,7,68,49,24,47,74,77,4,70,73,40
54,16,43,11,60,71,27,47,57,48,15,40,49,31,8,69,10,73,58,4,18,7,22,12,70,1,74,63,45,42,56,26,37,77,23,38,39,75,36,24,6,34,72,44,20,66,59,64,68,5,28,32,2,52,21,29,46,19,13,76,9,41,67,51,33,61,55,30,25,65,14,50,35,53,62,3,17
