# c-balanced Latin square
# n=96
# c=2
# mode=weak
# latin=true
# found_by=greedy
# rows=items, cols=days, entry=player
1,19,91,93,92,79,50,39,82,21,42,87,89,3,78,81,23,15,32,24,46,28,83,9,47,45,64,6,13,72,84,2,43,74,56,94,44,10,69,52,96,30,58,36,12,68,27,35,77,61,62,65,8,22,31,5,54,11,75,88,70,40,20,29,66,33,48,71,26,53,63,85,37,51,16,18,80,34,67,57,17,25,41,7,60,73,59,90,49,95,38,86,55,76,14,4
68,41,4,96,40,35,53,86,54,71,55,85,43,88,95,45,51,90,69,5,63,29,60,27,33,21,49,38,16,78,20,82,22,26,80,93,59,42,66,37,73,50,18,7,39,14,23,44,89,57,70,17,67,84,34,76,6,47,91,77,25,32,74,72,31,3,83,52,87,12,11,28,13,65,9,79,15,1,46,24,56,30,75,19,62,36,81,61,10,48,2,58,64,8,94,92
65,37,52,15,31,49,27,28,67,87,62,12,30,64,29,46,36,92,72,14,66,96,58,1,3,18,4,94,61,48,60,9,8,85,25,32,55,17,75,83,24,91,40,79,33,86,2,81,82,34,11,13,56,71,51,39,80,63,43,19,90,89,95,57,16,68,7,22,41,73,42,10,78,69,44,38,76,70,59,54,53,84,47,23,74,35,26,93,21,5,20,50,6,88,45,77
84,38,20,80,73,47,2,25,9,45,7,26,11,6,41,10,17,16,31,77,42,64,57,44,49,74,24,35,59,54,30,66,34,81,62,19,23,48,70,95,90,76,88,78,51,56,72,55,22,53,40,69,1,60,79,21,50,36,83,13,28,12,94,93,65,8,5,61,15,32,86,75,91,4,46,71,14,58,87,33,18,92,82,68,63,37,52,89,29,67,27,85,96,43,39,3
69,14,56,46,94,68,18,11,43,32,74,77,25,34,89,39,33,61,65,7,21,71,76,13,63,92,82,88,84,75,86,73,29,50,5,91,12,53,35,62,3,87,45,67,80,54,38,83,15,96,93,41,72,37,8,42,24,20,10,52,85,64,78,26,79,47,58,81,23,27,66,19,31,59,95,55,6,2,4,51,36,48,28,22,1,17,49,9,40,16,44,30,70,57,90,60
70,24,60,85,95,48,22,54,8,78,33,19,47,81,40,86,76,58,91,20,59,23,12,51,79,52,28,36,83,68,71,37,6,14,1,4,65,21,2,89,46,93,10,43,29,57,31,73,16,63,18,90,26,49,88,44,3,82,9,27,87,30,75,55,45,17,39,38,13,67,5,80,92,77,84,66,50,94,7,96,62,32,72,35,64,69,53,15,34,11,41,42,74,61,56,25
82,5,57,3,17,22,56,30,6,94,13,63,9,72,75,1,26,93,37,50,34,53,87,80,55,90,69,40,67,38,52,15,44,16,64,27,96,28,71,39,77,84,42,41,49,60,92,58,25,68,66,4,7,32,74,85,65,95,2,48,21,59,11,33,35,51,43,54,70,46,79,36,62,47,61,29,20,89,86,45,73,14,83,88,18,12,76,8,31,23,24,81,78,19,10,91
2,18,51,32,83,66,15,36,4,73,44,88,27,8,35,79,41,70,55,74,19,62,61,31,77,10,42,12,5,39,89,72,17,45,58,13,30,43,11,63,92,23,20,69,1,95,94,47,78,75,48,52,59,46,86,81,14,29,84,64,76,6,25,53,50,34,91,96,57,93,16,56,60,85,24,82,40,21,90,49,37,80,9,38,28,65,67,3,87,71,26,33,54,22,68,7
76,21,23,78,49,61,92,90,62,29,10,91,16,67,93,53,65,57,59,38,68,39,56,84,85,7,41,95,26,32,96,50,3,40,46,24,33,8,47,80,82,81,44,22,6,37,9,87,79,5,64,35,70,14,28,45,77,4,54,30,31,73,60,89,18,71,15,36,2,19,20,48,25,74,83,17,63,88,42,69,58,12,11,43,86,34,94,27,51,66,55,75,72,52,13,1
81,35,58,72,87,45,55,64,75,31,52,71,28,80,66,42,69,54,9,96,60,30,94,14,43,2,19,48,20,51,15,90,11,70,18,86,88,22,33,56,25,27,65,26,34,74,21,32,36,83,76,23,12,91,61,57,17,89,38,29,67,24,49,46,7,37,63,78,1,3,40,8,93,39,62,44,68,41,10,84,5,16,13,50,6,77,85,92,4,47,59,79,82,95,73,53
89,42,53,74,50,13,37,59,1,86,83,82,20,12,36,64,48,43,67,16,95,6,11,93,24,73,25,75,66,46,29,91,47,63,7,77,49,79,92,68,9,55,17,84,8,85,4,61,51,19,3,71,54,15,96,40,94,56,62,34,58,5,90,41,88,22,10,31,69,28,18,76,52,26,78,27,72,23,81,70,38,87,57,80,33,39,30,45,44,60,14,32,35,2,21,65
79,33,10,44,71,28,40,60,34,14,84,5,52,38,21,73,3,85,47,88,86,4,17,92,58,27,22,70,89,57,23,45,76,35,53,78,61,94,67,81,31,41,16,13,2,59,69,50,62,30,1,37,11,80,6,19,93,39,72,12,66,26,7,32,42,77,87,68,95,49,82,51,43,96,36,65,90,75,15,9,46,91,20,55,8,24,25,54,74,56,29,63,83,18,64,48
78,46,25,51,26,77,95,63,7,39,96,69,49,24,4,15,62,83,6,29,82,3,32,2,65,56,8,81,1,80,34,87,60,9,12,54,18,36,85,74,14,72,90,48,10,13,91,68,88,43,67,20,27,55,73,53,75,41,50,86,38,57,23,71,84,52,92,21,44,61,45,59,94,33,35,64,16,76,31,30,66,19,40,93,79,22,58,47,42,70,17,89,28,5,11,37
72,91,59,89,11,19,47,76,93,41,65,23,40,17,68,90,94,45,27,18,22,36,63,54,50,44,26,21,25,87,31,28,42,37,55,57,20,34,38,5,58,15,83,75,52,7,24,30,66,39,56,60,95,64,16,10,43,33,70,79,92,48,35,8,82,9,2,67,74,80,14,73,6,29,53,88,77,71,13,85,81,3,1,84,32,96,86,46,78,61,12,49,4,51,69,62
88,8,30,79,54,12,9,48,38,85,43,57,32,77,70,58,2,13,51,78,81,75,33,52,72,35,16,74,18,3,61,10,71,19,59,28,84,82,6,60,94,66,53,93,64,73,46,86,40,65,49,29,44,17,87,62,83,42,69,1,96,80,14,4,11,27,45,47,55,24,92,34,7,22,50,39,5,37,25,89,95,26,63,21,76,68,56,36,41,91,31,90,20,67,15,23
80,39,7,35,27,34,67,24,50,68,20,61,55,14,26,31,56,84,49,76,32,1,46,69,91,37,5,86,23,33,65,92,62,4,73,90,64,95,29,42,11,47,96,21,70,71,77,38,45,41,82,78,9,89,25,36,15,18,22,63,51,44,13,58,74,81,85,79,48,72,2,30,66,87,60,12,28,19,8,52,10,54,17,94,3,93,83,53,59,43,88,16,57,40,75,6
75,44,6,70,36,64,16,17,15,60,66,53,42,22,19,67,87,5,10,8,48,14,37,71,62,88,78,79,96,13,43,85,2,83,41,26,51,52,23,30,40,39,49,57,45,63,25,74,31,90,12,28,81,94,24,32,46,55,93,47,68,91,3,76,59,54,86,33,56,89,29,4,58,21,20,1,11,18,73,34,61,35,65,77,95,7,38,69,72,92,80,84,50,27,9,82
74,4,54,21,30,86,94,58,92,63,95,81,1,96,11,9,29,82,25,73,89,44,66,45,28,38,59,39,7,27,47,77,56,91,93,76,69,68,3,50,88,19,80,12,35,65,62,5,18,20,22,6,85,52,26,33,8,67,40,60,61,72,16,83,15,70,84,53,17,90,23,49,57,75,41,32,55,24,14,43,31,42,78,48,13,51,64,2,37,36,46,87,10,79,34,71
83,3,29,41,10,90,20,57,84,46,51,24,37,18,33,80,12,34,95,23,40,13,15,8,11,30,93,55,49,36,79,75,69,61,21,48,72,31,1,16,32,7,59,76,27,17,89,14,2,50,87,88,53,92,47,35,74,28,65,71,43,56,52,6,73,78,82,77,9,25,91,64,42,54,68,86,22,96,38,63,4,67,62,26,5,70,44,60,81,45,94,19,39,85,58,66
87,31,62,52,81,93,65,45,56,91,6,92,2,82,71,61,38,74,35,90,9,50,16,53,60,83,43,68,64,94,63,80,67,66,22,85,32,89,24,54,17,78,70,86,44,20,34,3,42,4,72,77,13,21,58,84,51,5,23,36,69,88,79,19,39,75,18,12,30,37,26,46,11,28,57,10,47,48,40,1,59,49,73,14,27,15,41,55,25,8,96,95,7,29,33,76
73,85,49,43,82,96,1,5,40,25,72,68,31,87,28,47,88,39,36,57,41,77,42,64,22,12,17,29,53,70,19,7,46,51,44,10,58,78,4,15,75,67,60,14,55,26,33,8,9,54,84,79,48,76,59,11,66,21,61,37,95,27,81,34,20,62,50,16,94,38,13,65,35,23,63,93,74,45,56,2,71,90,69,92,83,89,32,80,52,6,18,91,3,30,24,86
86,32,13,18,23,4,70,42,55,37,89,48,21,46,69,8,27,78,94,79,54,24,34,26,76,20,58,56,30,95,59,14,25,84,6,81,45,62,73,22,35,52,38,28,11,96,82,57,92,71,91,19,10,3,7,63,2,31,90,49,41,29,53,64,44,80,1,40,66,43,87,67,83,15,5,85,51,60,61,16,47,33,36,39,72,50,75,17,65,93,77,9,68,12,88,74
71,16,61,69,76,14,3,66,77,2,67,50,75,60,52,59,7,63,19,15,91,84,47,90,18,80,33,65,92,9,41,48,38,95,88,74,39,72,12,87,43,56,25,5,83,36,1,29,23,81,58,68,51,4,54,37,30,85,96,55,10,93,45,17,94,46,89,8,34,31,70,32,86,27,6,73,42,79,53,82,11,24,64,44,40,49,21,62,35,57,28,22,13,26,78,20
11,28,26,5,53,80,73,85,33,12,17,64,35,62,74,55,40,75,44,30,45,51,49,21,89,94,31,10,37,6,83,1,86,82,8,50,2,46,96,93,79,34,24,63,47,42,18,67,13,27,61,15,16,39,95,78,87,57,59,20,32,77,65,36,56,72,3,88,60,22,68,69,41,71,92,58,9,54,29,91,7,76,52,70,43,23,14,66,19,90,4,48,25,81,84,38
93,27,19,56,58,88,83,23,13,22,9,79,7,65,43,20,14,68,81,62,35,72,78,39,4,32,15,52,60,11,40,57,54,36,92,87,71,77,49,48,64,37,29,91,66,90,41,95,69,26,80,73,2,75,70,38,86,44,24,6,42,1,85,63,10,25,28,76,5,51,84,53,55,3,8,94,46,33,17,21,12,96,18,45,47,61,74,82,30,50,34,67,59,16,31,89
66,47,36,38,59,41,51,10,44,28,76,34,29,84,25,92,24,86,46,70,61,20,55,96,57,67,63,85,42,17,21,26,89,27,3,16,5,40,90,53,13,33,9,30,32,22,93,37,56,94,8,74,31,18,82,91,49,48,45,11,83,50,68,12,43,69,14,4,7,39,62,1,95,80,19,81,52,78,77,65,75,23,58,87,71,88,6,73,79,15,64,2,60,72,35,54
64,15,90,33,8,39,78,72,71,16,54,94,45,95,48,91,77,1,3,12,87,88,73,29,81,6,34,2,82,69,74,18,53,79,65,75,25,14,84,86,61,89,68,23,50,58,80,52,59,7,46,47,62,43,67,60,92,19,76,35,4,70,9,40,96,24,13,32,20,36,21,44,17,38,31,30,49,57,93,27,41,28,37,66,10,11,42,22,26,85,51,5,56,63,83,55
50,17,22,2,57,6,52,32,49,11,30,58,93,63,23,72,96,60,4,26,83,67,74,41,68,36,51,71,24,28,5,55,31,13,43,35,70,19,44,20,45,85,1,77,40,15,16,10,76,21,38,34,42,65,56,12,73,88,14,75,33,54,66,47,91,90,29,27,64,78,81,61,18,89,25,59,84,69,39,92,86,94,79,46,82,9,48,95,7,3,62,37,80,53,87,8
95,48,92,37,7,31,89,69,53,18,59,38,56,5,10,6,50,21,42,80,65,43,27,82,75,84,47,91,62,35,4,78,24,94,11,60,66,9,76,55,51,8,46,81,3,88,12,64,70,28,86,63,93,41,22,71,34,79,25,17,15,39,87,30,61,57,73,19,83,58,77,96,16,14,90,45,13,26,36,72,74,29,2,85,67,54,20,1,33,68,40,52,23,49,44,32
77,45,1,65,25,46,21,87,61,19,70,8,39,13,54,85,32,66,17,58,31,38,79,23,40,9,3,14,76,73,16,81,64,30,52,29,80,83,57,27,69,74,82,92,72,53,51,84,49,44,96,33,36,5,90,20,68,26,7,89,78,2,22,37,67,95,93,6,63,71,15,12,24,48,56,91,43,62,35,50,88,55,60,34,59,4,28,10,18,75,86,11,94,41,47,42
63,67,68,42,20,43,91,14,81,88,27,36,86,90,44,49,37,22,33,28,93,85,59,7,19,1,87,54,77,8,12,39,96,15,34,47,56,41,26,10,18,62,71,73,94,79,48,11,35,55,25,83,66,57,69,72,13,64,53,46,84,82,31,51,38,60,23,65,75,52,50,74,9,40,2,4,95,3,80,32,6,89,5,30,78,16,29,24,76,58,21,61,45,92,70,17
94,9,55,40,75,62,29,35,74,80,4,78,73,51,76,57,89,64,71,2,56,5,10,70,48,13,61,72,90,44,93,58,20,33,17,42,38,7,59,28,6,36,95,31,87,43,39,60,85,24,32,30,45,50,1,23,52,81,16,3,8,18,86,21,92,26,49,41,11,54,47,88,79,82,37,34,67,66,83,68,22,15,53,25,91,19,63,12,84,27,69,65,77,14,96,46
96,12,34,24,60,84,82,79,26,47,3,15,41,83,30,16,18,53,11,52,69,92,25,95,86,46,66,45,50,88,22,49,32,68,23,67,63,37,91,21,65,2,4,54,61,78,19,75,6,17,89,14,40,29,77,9,27,58,80,94,74,62,28,5,48,55,59,35,42,85,10,33,72,76,70,7,87,64,20,44,8,51,56,81,31,90,57,13,38,39,73,71,1,36,43,93
